Comparing the following files: 
kelly_front_s31_v2/,  kelly_front_s32_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s31_v2_vs_kelly_front_s32_v2,  average
(247, 381),     0.63745,       0.63745
(46, 339),     0.63766,       0.63766
(382, 385),     0.63804,       0.63804
(253, 386),     0.63814,       0.63814
(52, 382),     0.6382,       0.6382
(70, 341),     0.63824,       0.63824
(24, 159),     0.63828,       0.63828
(105, 382),     0.63837,       0.63837
(53, 373),     0.63858,       0.63858
(380, 386),     0.63862,       0.63862
(124, 374),     0.63871,       0.63871
(145, 382),     0.63918,       0.63918
(161, 341),     0.63928,       0.63928
(23, 341),     0.63957,       0.63957
(52, 463),     0.63973,       0.63973
(144, 159),     0.63976,       0.63976
(110, 160),     0.64003,       0.64003
(145, 252),     0.6401,       0.6401
(52, 417),     0.64014,       0.64014
(105, 374),     0.6402,       0.6402
(105, 463),     0.64028,       0.64028
(22, 253),     0.6408,       0.6408
(26, 341),     0.64085,       0.64085
(362, 385),     0.64085,       0.64085
(243, 374),     0.64104,       0.64104
(133, 374),     0.64116,       0.64116
(23, 159),     0.6415,       0.6415
(133, 161),     0.64157,       0.64157
(105, 414),     0.64229,       0.64229
(22, 341),     0.64255,       0.64255
(252, 386),     0.64262,       0.64262
(173, 381),     0.64272,       0.64272
(23, 33),     0.64296,       0.64296
(124, 252),     0.64316,       0.64316
(110, 161),     0.6434,       0.6434
(33, 144),     0.6435,       0.6435
(24, 160),     0.64354,       0.64354
(247, 374),     0.64359,       0.64359
(153, 341),     0.64371,       0.64371
(380, 385),     0.64382,       0.64382
(252, 385),     0.64393,       0.64393
(243, 256),     0.64394,       0.64394
(247, 254),     0.64397,       0.64397
(28, 65),     0.64397,       0.64397
(160, 374),     0.64401,       0.64401
(256, 386),     0.64402,       0.64402
(105, 253),     0.6443,       0.6443
(28, 398),     0.64465,       0.64465
(52, 341),     0.64468,       0.64468
(7, 24),     0.64521,       0.64521
(52, 381),     0.64527,       0.64527
(145, 159),     0.64534,       0.64534
(26, 158),     0.64544,       0.64544
(382, 398),     0.64576,       0.64576
(159, 398),     0.64583,       0.64583
(22, 159),     0.64603,       0.64603
(173, 341),     0.64606,       0.64606
(52, 380),     0.6461,       0.6461
(381, 385),     0.64686,       0.64686
(70, 381),     0.64697,       0.64697
(160, 163),     0.64713,       0.64713
(153, 381),     0.64715,       0.64715
(105, 341),     0.6472,       0.6472
(26, 256),     0.64747,       0.64747
(70, 373),     0.64752,       0.64752
(161, 243),     0.64768,       0.64768
(124, 253),     0.64784,       0.64784
(46, 362),     0.648,       0.648
(160, 362),     0.64816,       0.64816
(24, 161),     0.6484,       0.6484
(52, 256),     0.6486,       0.6486
(70, 256),     0.64867,       0.64867
(160, 173),     0.64884,       0.64884
(247, 380),     0.64887,       0.64887
(381, 384),     0.64902,       0.64902
(23, 160),     0.64916,       0.64916
(105, 381),     0.64916,       0.64916
(7, 246),     0.64942,       0.64942
(23, 144),     0.64944,       0.64944
(53, 414),     0.64965,       0.64965
(110, 246),     0.65003,       0.65003
(160, 254),     0.65013,       0.65013
(384, 398),     0.65099,       0.65099
(153, 380),     0.65108,       0.65108
(26, 254),     0.65115,       0.65115
(22, 246),     0.65118,       0.65118
(160, 463),     0.65125,       0.65125
(145, 246),     0.6513,       0.6513
(161, 253),     0.65148,       0.65148
(256, 384),     0.65148,       0.65148
(144, 160),     0.65165,       0.65165
(154, 158),     0.65166,       0.65166
(145, 253),     0.65169,       0.65169
(52, 414),     0.65182,       0.65182
(28, 253),     0.65206,       0.65206
(46, 463),     0.65224,       0.65224
(105, 256),     0.65229,       0.65229
(154, 256),     0.65232,       0.65232
(153, 256),     0.65245,       0.65245
(155, 374),     0.6525,       0.6525
(153, 374),     0.65267,       0.65267
(52, 252),     0.65269,       0.65269
(26, 252),     0.65296,       0.65296
(153, 159),     0.65301,       0.65301
(29, 254),     0.65303,       0.65303
(414, 463),     0.65319,       0.65319
(161, 163),     0.65331,       0.65331
(27, 414),     0.65346,       0.65346
(155, 157),     0.65357,       0.65357
(112, 157),     0.65362,       0.65362
(70, 254),     0.65368,       0.65368
(161, 256),     0.65369,       0.65369
(153, 161),     0.65387,       0.65387
(145, 160),     0.65416,       0.65416
(24, 33),     0.65444,       0.65444
(154, 380),     0.65462,       0.65462
(256, 385),     0.65493,       0.65493
(30, 362),     0.65504,       0.65504
(247, 256),     0.65551,       0.65551
(112, 252),     0.65554,       0.65554
(144, 161),     0.65567,       0.65567
(22, 160),     0.65598,       0.65598
(105, 380),     0.65599,       0.65599
(28, 414),     0.65601,       0.65601
(153, 382),     0.65602,       0.65602
(46, 373),     0.6562,       0.6562
(23, 161),     0.65648,       0.65648
(25, 33),     0.6567,       0.6567
(158, 398),     0.65672,       0.65672
(26, 159),     0.65696,       0.65696
(24, 246),     0.657,       0.657
(159, 374),     0.65735,       0.65735
(161, 252),     0.65741,       0.65741
(26, 161),     0.65744,       0.65744
(7, 33),     0.65795,       0.65795
(33, 163),     0.65802,       0.65802
(30, 463),     0.65825,       0.65825
(22, 161),     0.65861,       0.65861
(133, 173),     0.65863,       0.65863
(145, 161),     0.65884,       0.65884
(27, 253),     0.65892,       0.65892
(112, 161),     0.65893,       0.65893
(105, 252),     0.65894,       0.65894
(382, 384),     0.65899,       0.65899
(159, 254),     0.65923,       0.65923
(163, 246),     0.65951,       0.65951
(70, 380),     0.65957,       0.65957
(341, 385),     0.65962,       0.65962
(70, 252),     0.66004,       0.66004
(160, 380),     0.66018,       0.66018
(23, 246),     0.66113,       0.66113
(112, 254),     0.66115,       0.66115
(63, 373),     0.66118,       0.66118
(29, 374),     0.66133,       0.66133
(56, 254),     0.66133,       0.66133
(153, 160),     0.66148,       0.66148
(154, 160),     0.66162,       0.66162
(112, 158),     0.66187,       0.66187
(154, 159),     0.6619,       0.6619
(63, 362),     0.66229,       0.66229
(158, 254),     0.66291,       0.66291
(53, 254),     0.66318,       0.66318
(144, 246),     0.66322,       0.66322
(133, 252),     0.66326,       0.66326
(155, 158),     0.66327,       0.66327
(153, 254),     0.66345,       0.66345
(158, 374),     0.66364,       0.66364
(30, 254),     0.66389,       0.66389
(26, 160),     0.66408,       0.66408
(153, 252),     0.66446,       0.66446
(155, 160),     0.66565,       0.66565
(70, 374),     0.66569,       0.66569
(70, 253),     0.66588,       0.66588
(173, 380),     0.66589,       0.66589
(155, 252),     0.66595,       0.66595
(33, 110),     0.66603,       0.66603
(28, 362),     0.66642,       0.66642
(160, 382),     0.66668,       0.66668
(243, 254),     0.66689,       0.66689
(26, 253),     0.66692,       0.66692
(160, 381),     0.66708,       0.66708
(30, 374),     0.66744,       0.66744
(28, 380),     0.66759,       0.66759
(63, 463),     0.6677,       0.6677
(154, 374),     0.66789,       0.66789
(190, 382),     0.6679,       0.6679
(24, 163),     0.66831,       0.66831
(173, 243),     0.66839,       0.66839
(27, 380),     0.66839,       0.66839
(7, 110),     0.6684,       0.6684
(155, 159),     0.66874,       0.66874
(27, 362),     0.66891,       0.66891
(160, 253),     0.66896,       0.66896
(341, 384),     0.66918,       0.66918
(53, 362),     0.66924,       0.66924
(28, 382),     0.66943,       0.66943
(159, 173),     0.66955,       0.66955
(46, 382),     0.66965,       0.66965
(56, 374),     0.66968,       0.66968
(247, 253),     0.67023,       0.67023
(247, 252),     0.67053,       0.67053
(112, 159),     0.6711,       0.6711
(133, 254),     0.67184,       0.67184
(341, 398),     0.67186,       0.67186
(46, 341),     0.6719,       0.6719
(27, 382),     0.67224,       0.67224
(160, 341),     0.67268,       0.67268
(362, 384),     0.6727,       0.6727
(158, 173),     0.67278,       0.67278
(53, 463),     0.67285,       0.67285
(384, 463),     0.6733,       0.6733
(133, 160),     0.67336,       0.67336
(63, 254),     0.67353,       0.67353
(133, 157),     0.67372,       0.67372
(112, 160),     0.67384,       0.67384
(173, 374),     0.67409,       0.67409
(157, 463),     0.67422,       0.67422
(159, 253),     0.67433,       0.67433
(28, 381),     0.67445,       0.67445
(159, 380),     0.67464,       0.67464
(27, 381),     0.67478,       0.67478
(133, 158),     0.67485,       0.67485
(46, 254),     0.675,       0.675
(160, 252),     0.67521,       0.67521
(112, 253),     0.6754,       0.6754
(243, 252),     0.6759,       0.6759
(159, 463),     0.67636,       0.67636
(28, 463),     0.67653,       0.67653
(157, 173),     0.67673,       0.67673
(157, 243),     0.67679,       0.67679
(160, 256),     0.67682,       0.67682
(173, 256),     0.67687,       0.67687
(154, 252),     0.67722,       0.67722
(158, 243),     0.67724,       0.67724
(159, 362),     0.67735,       0.67735
(30, 382),     0.67737,       0.67737
(160, 243),     0.67746,       0.67746
(158, 253),     0.67758,       0.67758
(157, 362),     0.6777,       0.6777
(133, 159),     0.67787,       0.67787
(46, 381),     0.67844,       0.67844
(56, 362),     0.67859,       0.67859
(63, 382),     0.67938,       0.67938
(53, 374),     0.67963,       0.67963
(63, 341),     0.67988,       0.67988
(56, 463),     0.67989,       0.67989
(155, 254),     0.6801,       0.6801
(159, 252),     0.68032,       0.68032
(46, 256),     0.68059,       0.68059
(158, 463),     0.68077,       0.68077
(29, 362),     0.68087,       0.68087
(153, 253),     0.68102,       0.68102
(158, 380),     0.68111,       0.68111
(190, 374),     0.68149,       0.68149
(27, 463),     0.68166,       0.68166
(159, 243),     0.68169,       0.68169
(190, 254),     0.68224,       0.68224
(158, 252),     0.68256,       0.68256
(53, 382),     0.68279,       0.68279
(157, 374),     0.68353,       0.68353
(398, 463),     0.68358,       0.68358
(53, 341),     0.68362,       0.68362
(30, 381),     0.68393,       0.68393
(159, 381),     0.68398,       0.68398
(159, 256),     0.68398,       0.68398
(158, 362),     0.68435,       0.68435
(63, 256),     0.68477,       0.68477
(28, 252),     0.68495,       0.68495
(159, 341),     0.68509,       0.68509
(190, 381),     0.68511,       0.68511
(53, 253),     0.68533,       0.68533
(158, 256),     0.68564,       0.68564
(190, 341),     0.68568,       0.68568
(28, 341),     0.68576,       0.68576
(154, 254),     0.68608,       0.68608
(30, 380),     0.68622,       0.68622
(133, 253),     0.68628,       0.68628
(157, 254),     0.6868,       0.6868
(63, 381),     0.68686,       0.68686
(159, 382),     0.6872,       0.6872
(53, 256),     0.68725,       0.68725
(158, 341),     0.68732,       0.68732
(30, 341),     0.68744,       0.68744
(46, 374),     0.68755,       0.68755
(46, 380),     0.68794,       0.68794
(53, 381),     0.68805,       0.68805
(29, 463),     0.68822,       0.68822
(28, 256),     0.68848,       0.68848
(46, 252),     0.68956,       0.68956
(158, 381),     0.68961,       0.68961
(27, 252),     0.68982,       0.68982
(243, 253),     0.6902,       0.6902
(155, 253),     0.69025,       0.69025
(63, 253),     0.69081,       0.69081
(29, 380),     0.69095,       0.69095
(53, 380),     0.69104,       0.69104
(63, 374),     0.69108,       0.69108
(27, 341),     0.69148,       0.69148
(63, 252),     0.69159,       0.69159
(29, 253),     0.69182,       0.69182
(53, 252),     0.69196,       0.69196
(46, 253),     0.69235,       0.69235
(158, 382),     0.69242,       0.69242
(29, 382),     0.69251,       0.69251
(173, 254),     0.69372,       0.69372
(27, 256),     0.6942,       0.6942
(63, 380),     0.69439,       0.69439
(29, 381),     0.69446,       0.69446
(157, 341),     0.69507,       0.69507
(157, 380),     0.69521,       0.69521
(173, 252),     0.69563,       0.69563
(30, 253),     0.69666,       0.69666
(190, 380),     0.69685,       0.69685
(157, 381),     0.69749,       0.69749
(157, 382),     0.69758,       0.69758
(157, 256),     0.69766,       0.69766
(56, 253),     0.69843,       0.69843
(157, 252),     0.69853,       0.69853
(362, 398),     0.69935,       0.69935
(30, 256),     0.69942,       0.69942
(154, 253),     0.69978,       0.69978
(157, 253),     0.70002,       0.70002
(56, 380),     0.70341,       0.70341
(56, 382),     0.70486,       0.70486
(30, 252),     0.70534,       0.70534
(29, 341),     0.70591,       0.70591
(56, 341),     0.70988,       0.70988
(56, 381),     0.71039,       0.71039
(173, 253),     0.71046,       0.71046
(190, 256),     0.71056,       0.71056
(29, 252),     0.71068,       0.71068
(29, 256),     0.71145,       0.71145
(190, 253),     0.71569,       0.71569
(56, 256),     0.71726,       0.71726
(56, 252),     0.71812,       0.71812
(190, 252),     0.72113,       0.72113
