Comparing the following files: 
kelly_front_s31_v2/,  kelly_front_s32_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s31_v2_vs_kelly_front_s32_v2,  average
(390, 414),     0.29496,       0.29496
(112, 144),     0.29515,       0.29515
(353, 466),     0.29532,       0.29532
(253, 334),     0.29595,       0.29595
(24, 26),     0.29694,       0.29694
(256, 285),     0.29702,       0.29702
(70, 336),     0.29712,       0.29712
(249, 398),     0.29716,       0.29716
(334, 383),     0.29724,       0.29724
(293, 383),     0.298,       0.298
(247, 417),     0.29803,       0.29803
(35, 105),     0.29803,       0.29803
(263, 373),     0.29822,       0.29822
(383, 417),     0.29831,       0.29831
(282, 373),     0.29862,       0.29862
(110, 285),     0.29905,       0.29905
(300, 390),     0.29933,       0.29933
(22, 24),     0.29958,       0.29958
(107, 247),     0.30021,       0.30021
(35, 336),     0.30095,       0.30095
(359, 383),     0.3014,       0.3014
(46, 66),     0.30166,       0.30166
(66, 105),     0.30168,       0.30168
(285, 300),     0.30203,       0.30203
(380, 467),     0.3021,       0.3021
(295, 374),     0.30215,       0.30215
(380, 417),     0.3028,       0.3028
(35, 285),     0.3029,       0.3029
(29, 63),     0.30293,       0.30293
(55, 383),     0.30327,       0.30327
(52, 63),     0.30386,       0.30386
(253, 295),     0.30386,       0.30386
(283, 414),     0.30409,       0.30409
(252, 253),     0.30432,       0.30432
(55, 463),     0.30456,       0.30456
(247, 334),     0.30459,       0.30459
(353, 362),     0.30468,       0.30468
(25, 173),     0.305,       0.305
(33, 155),     0.30535,       0.30535
(144, 285),     0.30541,       0.30541
(46, 63),     0.30551,       0.30551
(359, 388),     0.30559,       0.30559
(259, 263),     0.30565,       0.30565
(70, 247),     0.30568,       0.30568
(265, 276),     0.30611,       0.30611
(159, 160),     0.30736,       0.30736
(255, 381),     0.30739,       0.30739
(33, 70),     0.30743,       0.30743
(173, 295),     0.30801,       0.30801
(339, 414),     0.30841,       0.30841
(25, 295),     0.30887,       0.30887
(193, 381),     0.30902,       0.30902
(385, 414),     0.30907,       0.30907
(33, 133),     0.30923,       0.30923
(373, 381),     0.30927,       0.30927
(7, 52),     0.30946,       0.30946
(193, 353),     0.30987,       0.30987
(386, 466),     0.31007,       0.31007
(296, 341),     0.31033,       0.31033
(384, 385),     0.31051,       0.31051
(258, 293),     0.31093,       0.31093
(29, 33),     0.3111,       0.3111
(46, 55),     0.31131,       0.31131
(193, 285),     0.31135,       0.31135
(156, 285),     0.3114,       0.3114
(247, 282),     0.31169,       0.31169
(107, 414),     0.31172,       0.31172
(334, 374),     0.31178,       0.31178
(362, 373),     0.3118,       0.3118
(107, 463),     0.31197,       0.31197
(161, 417),     0.31207,       0.31207
(124, 296),     0.31213,       0.31213
(255, 382),     0.31231,       0.31231
(254, 258),     0.31263,       0.31263
(334, 466),     0.3127,       0.3127
(33, 130),     0.31271,       0.31271
(296, 463),     0.31377,       0.31377
(124, 130),     0.31396,       0.31396
(263, 385),     0.31396,       0.31396
(163, 173),     0.31503,       0.31503
(256, 353),     0.31507,       0.31507
(7, 190),     0.31551,       0.31551
(55, 70),     0.31553,       0.31553
(66, 359),     0.31557,       0.31557
(293, 414),     0.3162,       0.3162
(282, 334),     0.31656,       0.31656
(107, 390),     0.31673,       0.31673
(334, 336),     0.31683,       0.31683
(63, 173),     0.31695,       0.31695
(53, 156),     0.31704,       0.31704
(30, 33),     0.31793,       0.31793
(193, 386),     0.31826,       0.31826
(282, 414),     0.31847,       0.31847
(25, 52),     0.31851,       0.31851
(295, 362),     0.31871,       0.31871
(359, 386),     0.3193,       0.3193
(282, 300),     0.31966,       0.31966
(293, 373),     0.31976,       0.31976
(130, 334),     0.31984,       0.31984
(265, 283),     0.31995,       0.31995
(246, 295),     0.32055,       0.32055
(300, 339),     0.32081,       0.32081
(52, 53),     0.32084,       0.32084
(130, 282),     0.32096,       0.32096
(105, 163),     0.32167,       0.32167
(193, 466),     0.32167,       0.32167
(105, 110),     0.3219,       0.3219
(334, 362),     0.3219,       0.3219
(52, 130),     0.32192,       0.32192
(133, 145),     0.32228,       0.32228
(157, 246),     0.32231,       0.32231
(254, 286),     0.32248,       0.32248
(193, 387),     0.32269,       0.32269
(193, 388),     0.3231,       0.3231
(193, 384),     0.32346,       0.32346
(259, 339),     0.32383,       0.32383
(260, 300),     0.32392,       0.32392
(107, 398),     0.32405,       0.32405
(23, 26),     0.32464,       0.32464
(25, 70),     0.32502,       0.32502
(193, 385),     0.32503,       0.32503
(253, 265),     0.32508,       0.32508
(263, 384),     0.32512,       0.32512
(107, 283),     0.32532,       0.32532
(373, 382),     0.32537,       0.32537
(353, 463),     0.32548,       0.32548
(107, 339),     0.32576,       0.32576
(293, 466),     0.32593,       0.32593
(66, 133),     0.32598,       0.32598
(7, 26),     0.32665,       0.32665
(145, 163),     0.3268,       0.3268
(193, 255),     0.32685,       0.32685
(249, 414),     0.32688,       0.32688
(265, 383),     0.32723,       0.32723
(296, 417),     0.3276,       0.3276
(193, 263),     0.32794,       0.32794
(156, 296),     0.32803,       0.32803
(35, 417),     0.32852,       0.32852
(300, 466),     0.32862,       0.32862
(25, 144),     0.32892,       0.32892
(65, 105),     0.32917,       0.32917
(353, 381),     0.32945,       0.32945
(158, 161),     0.32951,       0.32951
(254, 282),     0.32981,       0.32981
(373, 463),     0.32991,       0.32991
(257, 414),     0.33038,       0.33038
(52, 107),     0.33044,       0.33044
(35, 161),     0.33053,       0.33053
(55, 163),     0.3306,       0.3306
(33, 160),     0.33071,       0.33071
(283, 373),     0.33075,       0.33075
(296, 466),     0.33145,       0.33145
(46, 156),     0.33152,       0.33152
(163, 190),     0.33165,       0.33165
(107, 381),     0.33183,       0.33183
(53, 63),     0.33199,       0.33199
(253, 417),     0.3321,       0.3321
(70, 296),     0.33236,       0.33236
(63, 66),     0.33249,       0.33249
(295, 380),     0.33253,       0.33253
(339, 373),     0.33257,       0.33257
(7, 28),     0.33308,       0.33308
(388, 466),     0.33309,       0.33309
(30, 46),     0.33339,       0.33339
(133, 285),     0.33348,       0.33348
(339, 353),     0.33387,       0.33387
(252, 334),     0.33388,       0.33388
(252, 467),     0.33394,       0.33394
(260, 341),     0.33446,       0.33446
(362, 382),     0.33457,       0.33457
(55, 341),     0.33466,       0.33466
(107, 373),     0.335,       0.335
(158, 359),     0.33614,       0.33614
(252, 295),     0.33632,       0.33632
(56, 247),     0.33689,       0.33689
(23, 417),     0.33725,       0.33725
(107, 341),     0.33764,       0.33764
(341, 353),     0.33785,       0.33785
(285, 296),     0.33812,       0.33812
(260, 382),     0.33823,       0.33823
(53, 107),     0.33825,       0.33825
(124, 295),     0.33827,       0.33827
(339, 341),     0.33848,       0.33848
(383, 414),     0.33875,       0.33875
(107, 249),     0.33882,       0.33882
(28, 247),     0.33918,       0.33918
(66, 467),     0.33931,       0.33931
(27, 33),     0.3396,       0.3396
(334, 380),     0.33972,       0.33972
(265, 388),     0.33976,       0.33976
(27, 52),     0.33984,       0.33984
(7, 173),     0.34024,       0.34024
(373, 384),     0.34036,       0.34036
(252, 353),     0.34049,       0.34049
(30, 334),     0.34062,       0.34062
(257, 373),     0.34091,       0.34091
(25, 28),     0.34096,       0.34096
(300, 414),     0.34116,       0.34116
(33, 282),     0.3413,       0.3413
(157, 296),     0.34136,       0.34136
(353, 382),     0.34144,       0.34144
(161, 190),     0.34213,       0.34213
(193, 390),     0.34246,       0.34246
(295, 381),     0.34295,       0.34295
(7, 70),     0.34346,       0.34346
(55, 381),     0.34356,       0.34356
(7, 385),     0.34361,       0.34361
(55, 255),     0.34406,       0.34406
(46, 296),     0.34416,       0.34416
(22, 417),     0.34446,       0.34446
(33, 52),     0.34491,       0.34491
(33, 154),     0.34499,       0.34499
(30, 282),     0.345,       0.345
(163, 295),     0.34502,       0.34502
(276, 417),     0.34504,       0.34504
(29, 65),     0.34509,       0.34509
(254, 293),     0.34509,       0.34509
(163, 296),     0.34515,       0.34515
(381, 388),     0.34548,       0.34548
(157, 295),     0.34557,       0.34557
(27, 65),     0.34575,       0.34575
(260, 390),     0.3467,       0.3467
(63, 65),     0.34702,       0.34702
(387, 388),     0.34721,       0.34721
(156, 295),     0.34728,       0.34728
(260, 263),     0.34737,       0.34737
(276, 373),     0.34749,       0.34749
(190, 296),     0.3484,       0.3484
(65, 265),     0.34849,       0.34849
(246, 296),     0.34851,       0.34851
(263, 386),     0.34866,       0.34866
(25, 157),     0.34879,       0.34879
(173, 246),     0.34916,       0.34916
(28, 56),     0.34918,       0.34918
(33, 385),     0.3493,       0.3493
(33, 243),     0.34992,       0.34992
(374, 381),     0.34997,       0.34997
(256, 381),     0.3501,       0.3501
(334, 381),     0.35047,       0.35047
(23, 112),     0.35052,       0.35052
(133, 414),     0.35099,       0.35099
(29, 334),     0.35121,       0.35121
(55, 276),     0.35126,       0.35126
(249, 467),     0.35134,       0.35134
(55, 193),     0.35142,       0.35142
(387, 466),     0.35156,       0.35156
(336, 466),     0.35173,       0.35173
(24, 112),     0.35198,       0.35198
(23, 110),     0.35199,       0.35199
(29, 282),     0.352,       0.352
(35, 296),     0.35205,       0.35205
(193, 339),     0.35209,       0.35209
(193, 258),     0.35246,       0.35246
(158, 263),     0.35306,       0.35306
(193, 249),     0.35323,       0.35323
(353, 380),     0.35355,       0.35355
(35, 107),     0.35373,       0.35373
(63, 156),     0.35382,       0.35382
(107, 293),     0.35407,       0.35407
(65, 359),     0.35425,       0.35425
(35, 158),     0.3545,       0.3545
(63, 110),     0.35456,       0.35456
(159, 263),     0.35463,       0.35463
(70, 285),     0.35481,       0.35481
(63, 163),     0.35522,       0.35522
(24, 110),     0.35554,       0.35554
(55, 390),     0.3557,       0.3557
(295, 382),     0.35573,       0.35573
(283, 300),     0.35599,       0.35599
(256, 260),     0.35628,       0.35628
(257, 293),     0.35672,       0.35672
(260, 381),     0.35676,       0.35676
(33, 334),     0.35691,       0.35691
(159, 285),     0.35701,       0.35701
(55, 336),     0.35706,       0.35706
(24, 193),     0.3571,       0.3571
(254, 257),     0.35728,       0.35728
(359, 387),     0.35752,       0.35752
(27, 110),     0.35756,       0.35756
(30, 173),     0.3576,       0.3576
(282, 383),     0.35763,       0.35763
(53, 110),     0.35777,       0.35777
(253, 282),     0.35821,       0.35821
(254, 283),     0.35834,       0.35834
(55, 56),     0.35837,       0.35837
(110, 336),     0.35946,       0.35946
(133, 153),     0.3597,       0.3597
(159, 359),     0.35972,       0.35972
(144, 190),     0.36016,       0.36016
(7, 386),     0.36019,       0.36019
(66, 156),     0.36073,       0.36073
(339, 362),     0.36085,       0.36085
(65, 190),     0.3612,       0.3612
(193, 286),     0.3612,       0.3612
(383, 388),     0.36143,       0.36143
(27, 282),     0.36159,       0.36159
(193, 373),     0.36161,       0.36161
(53, 163),     0.36187,       0.36187
(70, 295),     0.36204,       0.36204
(53, 65),     0.3622,       0.3622
(265, 374),     0.36249,       0.36249
(193, 398),     0.36277,       0.36277
(124, 193),     0.36291,       0.36291
(107, 263),     0.36318,       0.36318
(55, 339),     0.3633,       0.3633
(107, 374),     0.36337,       0.36337
(254, 276),     0.36461,       0.36461
(107, 254),     0.36467,       0.36467
(254, 373),     0.3647,       0.3647
(295, 466),     0.36507,       0.36507
(33, 384),     0.36511,       0.36511
(145, 243),     0.36517,       0.36517
(300, 417),     0.36571,       0.36571
(193, 256),     0.36577,       0.36577
(7, 384),     0.36584,       0.36584
(66, 353),     0.36606,       0.36606
(55, 373),     0.36626,       0.36626
(190, 295),     0.36627,       0.36627
(66, 383),     0.3665,       0.3665
(282, 374),     0.36652,       0.36652
(66, 243),     0.36682,       0.36682
(256, 295),     0.36709,       0.36709
(256, 334),     0.36715,       0.36715
(254, 414),     0.36733,       0.36733
(254, 353),     0.36746,       0.36746
(334, 382),     0.36801,       0.36801
(35, 295),     0.36814,       0.36814
(254, 398),     0.36819,       0.36819
(246, 385),     0.36822,       0.36822
(160, 263),     0.36822,       0.36822
(33, 386),     0.36837,       0.36837
(253, 353),     0.36845,       0.36845
(27, 334),     0.36855,       0.36855
(157, 359),     0.36869,       0.36869
(259, 362),     0.36886,       0.36886
(7, 159),     0.36891,       0.36891
(353, 390),     0.36921,       0.36921
(33, 258),     0.36924,       0.36924
(133, 154),     0.36933,       0.36933
(276, 300),     0.36947,       0.36947
(374, 414),     0.36959,       0.36959
(133, 190),     0.37001,       0.37001
(193, 383),     0.37028,       0.37028
(130, 156),     0.37045,       0.37045
(25, 247),     0.37064,       0.37064
(46, 110),     0.37081,       0.37081
(33, 414),     0.37141,       0.37141
(25, 385),     0.37149,       0.37149
(23, 24),     0.37157,       0.37157
(28, 130),     0.37167,       0.37167
(254, 265),     0.37167,       0.37167
(65, 467),     0.37172,       0.37172
(7, 247),     0.37195,       0.37195
(56, 282),     0.37208,       0.37208
(25, 124),     0.37221,       0.37221
(254, 263),     0.37241,       0.37241
(255, 467),     0.37243,       0.37243
(253, 293),     0.37247,       0.37247
(46, 285),     0.37255,       0.37255
(300, 373),     0.37255,       0.37255
(66, 255),     0.37259,       0.37259
(63, 107),     0.37273,       0.37273
(161, 295),     0.3728,       0.3728
(254, 256),     0.37287,       0.37287
(300, 384),     0.37296,       0.37296
(56, 130),     0.37361,       0.37361
(110, 173),     0.37375,       0.37375
(26, 417),     0.37405,       0.37405
(7, 282),     0.37456,       0.37456
(107, 380),     0.37497,       0.37497
(160, 246),     0.37522,       0.37522
(257, 265),     0.37548,       0.37548
(247, 283),     0.37571,       0.37571
(246, 386),     0.3758,       0.3758
(193, 296),     0.37608,       0.37608
(285, 466),     0.37617,       0.37617
(107, 193),     0.3764,       0.3764
(33, 257),     0.37652,       0.37652
(258, 466),     0.37658,       0.37658
(265, 353),     0.37674,       0.37674
(339, 463),     0.37686,       0.37686
(107, 256),     0.3769,       0.3769
(276, 362),     0.37694,       0.37694
(27, 359),     0.37701,       0.37701
(255, 383),     0.37713,       0.37713
(107, 173),     0.37722,       0.37722
(258, 300),     0.37735,       0.37735
(339, 380),     0.37737,       0.37737
(55, 300),     0.37738,       0.37738
(157, 334),     0.37793,       0.37793
(27, 163),     0.37801,       0.37801
(163, 385),     0.37837,       0.37837
(29, 35),     0.37851,       0.37851
(25, 386),     0.37882,       0.37882
(159, 190),     0.37905,       0.37905
(246, 258),     0.37919,       0.37919
(283, 383),     0.37945,       0.37945
(282, 466),     0.37948,       0.37948
(55, 257),     0.37957,       0.37957
(7, 258),     0.3796,       0.3796
(55, 249),     0.37991,       0.37991
(22, 26),     0.38007,       0.38007
(158, 467),     0.3801,       0.3801
(160, 359),     0.38021,       0.38021
(24, 133),     0.38035,       0.38035
(293, 374),     0.3804,       0.3804
(124, 156),     0.3807,       0.3807
(66, 112),     0.38071,       0.38071
(130, 283),     0.3808,       0.3808
(253, 276),     0.3814,       0.3814
(29, 52),     0.38153,       0.38153
(256, 383),     0.38182,       0.38182
(55, 414),     0.38191,       0.38191
(193, 417),     0.382,       0.382
(46, 163),     0.38207,       0.38207
(7, 414),     0.38217,       0.38217
(254, 300),     0.38242,       0.38242
(156, 193),     0.38246,       0.38246
(156, 282),     0.3825,       0.3825
(107, 190),     0.38281,       0.38281
(243, 285),     0.38299,       0.38299
(35, 52),     0.38316,       0.38316
(253, 283),     0.38337,       0.38337
(295, 341),     0.38338,       0.38338
(27, 35),     0.38352,       0.38352
(163, 386),     0.38359,       0.38359
(107, 253),     0.38373,       0.38373
(246, 257),     0.38389,       0.38389
(35, 246),     0.38421,       0.38421
(33, 286),     0.38434,       0.38434
(252, 417),     0.3845,       0.3845
(53, 336),     0.38472,       0.38472
(105, 190),     0.38485,       0.38485
(124, 417),     0.38485,       0.38485
(105, 133),     0.38526,       0.38526
(144, 336),     0.38528,       0.38528
(259, 373),     0.3853,       0.3853
(295, 417),     0.3853,       0.3853
(7, 257),     0.38533,       0.38533
(55, 256),     0.38538,       0.38538
(257, 353),     0.3854,       0.3854
(105, 157),     0.38569,       0.38569
(22, 25),     0.38575,       0.38575
(258, 383),     0.38633,       0.38633
(161, 258),     0.38663,       0.38663
(246, 282),     0.38694,       0.38694
(159, 467),     0.38704,       0.38704
(295, 463),     0.38717,       0.38717
(256, 417),     0.38733,       0.38733
(28, 282),     0.38755,       0.38755
(243, 414),     0.38768,       0.38768
(293, 362),     0.38776,       0.38776
(55, 398),     0.38788,       0.38788
(28, 110),     0.3879,       0.3879
(161, 257),     0.38797,       0.38797
(25, 190),     0.38815,       0.38815
(52, 110),     0.3884,       0.3884
(296, 336),     0.38862,       0.38862
(55, 374),     0.38865,       0.38865
(46, 295),     0.38898,       0.38898
(7, 387),     0.3891,       0.3891
(70, 282),     0.38932,       0.38932
(56, 163),     0.38939,       0.38939
(133, 336),     0.38942,       0.38942
(158, 285),     0.38949,       0.38949
(252, 276),     0.38995,       0.38995
(63, 157),     0.3902,       0.3902
(25, 387),     0.39023,       0.39023
(56, 334),     0.39031,       0.39031
(52, 163),     0.39072,       0.39072
(124, 282),     0.3908,       0.3908
(193, 254),     0.39088,       0.39088
(52, 247),     0.39091,       0.39091
(55, 254),     0.39105,       0.39105
(7, 334),     0.39113,       0.39113
(63, 105),     0.3912,       0.3912
(160, 466),     0.39122,       0.39122
(25, 384),     0.39134,       0.39134
(260, 339),     0.39135,       0.39135
(110, 243),     0.3914,       0.3914
(66, 260),     0.39148,       0.39148
(107, 243),     0.3916,       0.3916
(263, 387),     0.3916,       0.3916
(161, 336),     0.39164,       0.39164
(161, 263),     0.39166,       0.39166
(246, 387),     0.39172,       0.39172
(276, 374),     0.39203,       0.39203
(55, 263),     0.39208,       0.39208
(246, 286),     0.39219,       0.39219
(29, 110),     0.3924,       0.3924
(263, 388),     0.39241,       0.39241
(163, 387),     0.39262,       0.39262
(56, 65),     0.39319,       0.39319
(283, 374),     0.39347,       0.39347
(161, 466),     0.39367,       0.39367
(130, 155),     0.39389,       0.39389
(254, 259),     0.39389,       0.39389
(28, 334),     0.39424,       0.39424
(7, 286),     0.39434,       0.39434
(276, 381),     0.39446,       0.39446
(276, 380),     0.39454,       0.39454
(173, 247),     0.39456,       0.39456
(252, 282),     0.3946,       0.3946
(253, 258),     0.39468,       0.39468
(157, 263),     0.39519,       0.39519
(33, 283),     0.39523,       0.39523
(334, 341),     0.39523,       0.39523
(30, 35),     0.39537,       0.39537
(28, 163),     0.39538,       0.39538
(282, 285),     0.39603,       0.39603
(25, 414),     0.39606,       0.39606
(374, 467),     0.39623,       0.39623
(252, 383),     0.39624,       0.39624
(353, 374),     0.39653,       0.39653
(263, 467),     0.39654,       0.39654
(159, 466),     0.39664,       0.39664
(243, 336),     0.39664,       0.39664
(362, 383),     0.39671,       0.39671
(256, 276),     0.39672,       0.39672
(110, 296),     0.39688,       0.39688
(283, 466),     0.39691,       0.39691
(130, 133),     0.39695,       0.39695
(252, 293),     0.39711,       0.39711
(341, 388),     0.39712,       0.39712
(153, 243),     0.39744,       0.39744
(35, 157),     0.39747,       0.39747
(24, 105),     0.39756,       0.39756
(25, 334),     0.3977,       0.3977
(25, 282),     0.39778,       0.39778
(155, 285),     0.3978,       0.3978
(300, 362),     0.39782,       0.39782
(65, 133),     0.39785,       0.39785
(276, 466),     0.39787,       0.39787
(293, 380),     0.39791,       0.39791
(253, 300),     0.39792,       0.39792
(27, 467),     0.398,       0.398
(282, 380),     0.39803,       0.39803
(63, 336),     0.39811,       0.39811
(107, 130),     0.3985,       0.3985
(193, 374),     0.39857,       0.39857
(253, 373),     0.3987,       0.3987
(55, 380),     0.39878,       0.39878
(156, 417),     0.39885,       0.39885
(33, 387),     0.39891,       0.39891
(46, 173),     0.39919,       0.39919
(259, 463),     0.39921,       0.39921
(160, 467),     0.39946,       0.39946
(28, 359),     0.39947,       0.39947
(130, 385),     0.39965,       0.39965
(158, 466),     0.39976,       0.39976
(55, 243),     0.39994,       0.39994
(107, 252),     0.39994,       0.39994
(161, 359),     0.39995,       0.39995
(30, 70),     0.39998,       0.39998
(286, 466),     0.40008,       0.40008
(70, 334),     0.40017,       0.40017
(259, 276),     0.40023,       0.40023
(161, 259),     0.40027,       0.40027
(7, 124),     0.40042,       0.40042
(246, 384),     0.40064,       0.40064
(257, 276),     0.40078,       0.40078
(254, 390),     0.40108,       0.40108
(339, 359),     0.40113,       0.40113
(374, 382),     0.40124,       0.40124
(25, 55),     0.40126,       0.40126
(66, 155),     0.40132,       0.40132
(252, 300),     0.40153,       0.40153
(63, 246),     0.40168,       0.40168
(253, 467),     0.40174,       0.40174
(163, 384),     0.4022,       0.4022
(161, 286),     0.40228,       0.40228
(173, 414),     0.40243,       0.40243
(334, 463),     0.40253,       0.40253
(55, 283),     0.40257,       0.40257
(160, 257),     0.4029,       0.4029
(33, 398),     0.40305,       0.40305
(252, 260),     0.40307,       0.40307
(24, 155),     0.40354,       0.40354
(130, 257),     0.4036,       0.4036
(160, 259),     0.40361,       0.40361
(161, 388),     0.40368,       0.40368
(256, 300),     0.40368,       0.40368
(362, 374),     0.40381,       0.40381
(159, 260),     0.40396,       0.40396
(28, 52),     0.40405,       0.40405
(246, 259),     0.4042,       0.4042
(293, 381),     0.40451,       0.40451
(23, 263),     0.40465,       0.40465
(353, 467),     0.40487,       0.40487
(161, 387),     0.40497,       0.40497
(55, 253),     0.40514,       0.40514
(23, 359),     0.40518,       0.40518
(30, 193),     0.40533,       0.40533
(253, 257),     0.40539,       0.40539
(160, 260),     0.40562,       0.40562
(33, 259),     0.40564,       0.40564
(173, 334),     0.4057,       0.4057
(249, 383),     0.4057,       0.4057
(110, 388),     0.4059,       0.4059
(300, 374),     0.40598,       0.40598
(30, 283),     0.40603,       0.40603
(158, 249),     0.40614,       0.40614
(55, 107),     0.4062,       0.4062
(300, 380),     0.40626,       0.40626
(66, 390),     0.40628,       0.40628
(258, 374),     0.40632,       0.40632
(65, 260),     0.40634,       0.40634
(334, 384),     0.40658,       0.40658
(130, 258),     0.40659,       0.40659
(381, 383),     0.40665,       0.40665
(384, 467),     0.40666,       0.40666
(24, 466),     0.4069,       0.4069
(27, 63),     0.40702,       0.40702
(282, 362),     0.40706,       0.40706
(341, 383),     0.40707,       0.40707
(353, 373),     0.40713,       0.40713
(246, 414),     0.40718,       0.40718
(7, 66),     0.40754,       0.40754
(383, 463),     0.40754,       0.40754
(110, 133),     0.40766,       0.40766
(300, 381),     0.40767,       0.40767
(160, 258),     0.40775,       0.40775
(24, 243),     0.40804,       0.40804
(53, 124),     0.40815,       0.40815
(339, 382),     0.40851,       0.40851
(112, 155),     0.40869,       0.40869
(156, 334),     0.40872,       0.40872
(246, 388),     0.4089,       0.4089
(66, 249),     0.40931,       0.40931
(161, 260),     0.4095,       0.4095
(160, 249),     0.40958,       0.40958
(7, 259),     0.4098,       0.4098
(24, 263),     0.40985,       0.40985
(52, 124),     0.40987,       0.40987
(26, 66),     0.40989,       0.40989
(286, 374),     0.41001,       0.41001
(65, 255),     0.41003,       0.41003
(22, 359),     0.41005,       0.41005
(163, 414),     0.41008,       0.41008
(29, 163),     0.41009,       0.41009
(33, 124),     0.41026,       0.41026
(374, 463),     0.41033,       0.41033
(260, 380),     0.41057,       0.41057
(159, 249),     0.41066,       0.41066
(107, 133),     0.4107,       0.4107
(133, 398),     0.41071,       0.41071
(252, 283),     0.41072,       0.41072
(161, 386),     0.41079,       0.41079
(381, 463),     0.4109,       0.4109
(158, 260),     0.41103,       0.41103
(383, 385),     0.41115,       0.41115
(110, 466),     0.41128,       0.41128
(23, 155),     0.41131,       0.41131
(33, 156),     0.41132,       0.41132
(112, 145),     0.41139,       0.41139
(56, 258),     0.41146,       0.41146
(52, 65),     0.41151,       0.41151
(30, 65),     0.41152,       0.41152
(65, 353),     0.41156,       0.41156
(161, 467),     0.41157,       0.41157
(163, 258),     0.41173,       0.41173
(339, 381),     0.41174,       0.41174
(263, 390),     0.4118,       0.4118
(110, 387),     0.41185,       0.41185
(283, 362),     0.41189,       0.41189
(293, 384),     0.41196,       0.41196
(22, 112),     0.41206,       0.41206
(110, 295),     0.41207,       0.41207
(246, 334),     0.41232,       0.41232
(159, 259),     0.41235,       0.41235
(107, 282),     0.41254,       0.41254
(7, 398),     0.41257,       0.41257
(163, 257),     0.41279,       0.41279
(22, 263),     0.41286,       0.41286
(24, 285),     0.41296,       0.41296
(107, 257),     0.41304,       0.41304
(339, 374),     0.41335,       0.41335
(161, 249),     0.41339,       0.41339
(26, 359),     0.41341,       0.41341
(276, 382),     0.41363,       0.41363
(105, 107),     0.41392,       0.41392
(133, 384),     0.41416,       0.41416
(247, 293),     0.41424,       0.41424
(157, 467),     0.41433,       0.41433
(124, 334),     0.41437,       0.41437
(163, 388),     0.41442,       0.41442
(253, 259),     0.41453,       0.41453
(256, 293),     0.41456,       0.41456
(65, 383),     0.4147,       0.4147
(29, 283),     0.41482,       0.41482
(30, 417),     0.41484,       0.41484
(283, 380),     0.41494,       0.41494
(23, 466),     0.41502,       0.41502
(246, 466),     0.41508,       0.41508
(145, 285),     0.41515,       0.41515
(243, 466),     0.41525,       0.41525
(282, 381),     0.41533,       0.41533
(24, 359),     0.41551,       0.41551
(26, 263),     0.41564,       0.41564
(247, 257),     0.41572,       0.41572
(130, 414),     0.41577,       0.41577
(243, 388),     0.416,       0.416
(66, 110),     0.4161,       0.4161
(25, 66),     0.41627,       0.41627
(35, 66),     0.41633,       0.41633
(46, 105),     0.41641,       0.41641
(133, 385),     0.41646,       0.41646
(130, 386),     0.41649,       0.41649
(130, 259),     0.41654,       0.41654
(55, 252),     0.41664,       0.41664
(130, 384),     0.41666,       0.41666
(25, 257),     0.41682,       0.41682
(25, 388),     0.41708,       0.41708
(161, 282),     0.41723,       0.41723
(66, 300),     0.4173,       0.4173
(157, 336),     0.41739,       0.41739
(193, 380),     0.41767,       0.41767
(283, 417),     0.41773,       0.41773
(243, 359),     0.41798,       0.41798
(156, 283),     0.41806,       0.41806
(27, 53),     0.41831,       0.41831
(161, 385),     0.41832,       0.41832
(66, 339),     0.41841,       0.41841
(107, 112),     0.41857,       0.41857
(382, 383),     0.41867,       0.41867
(23, 243),     0.41874,       0.41874
(107, 334),     0.41875,       0.41875
(130, 154),     0.41876,       0.41876
(65, 243),     0.41889,       0.41889
(124, 247),     0.4189,       0.4189
(380, 383),     0.41908,       0.41908
(155, 414),     0.41912,       0.41912
(133, 387),     0.41926,       0.41926
(25, 398),     0.41928,       0.41928
(22, 144),     0.41937,       0.41937
(53, 296),     0.41969,       0.41969
(144, 388),     0.4197,       0.4197
(112, 466),     0.41987,       0.41987
(52, 190),     0.41991,       0.41991
(246, 260),     0.41992,       0.41992
(156, 247),     0.42006,       0.42006
(163, 286),     0.42018,       0.42018
(144, 466),     0.42038,       0.42038
(25, 258),     0.4204,       0.4204
(46, 334),     0.42053,       0.42053
(112, 359),     0.42063,       0.42063
(63, 296),     0.42063,       0.42063
(7, 388),     0.42065,       0.42065
(144, 387),     0.42066,       0.42066
(27, 260),     0.4209,       0.4209
(243, 467),     0.42093,       0.42093
(66, 263),     0.42095,       0.42095
(246, 283),     0.42104,       0.42104
(193, 253),     0.42105,       0.42105
(29, 359),     0.42111,       0.42111
(46, 282),     0.42111,       0.42111
(276, 463),     0.42121,       0.42121
(160, 388),     0.42148,       0.42148
(173, 385),     0.42151,       0.42151
(293, 382),     0.42153,       0.42153
(130, 243),     0.42156,       0.42156
(247, 259),     0.4218,       0.4218
(253, 383),     0.42188,       0.42188
(23, 133),     0.42201,       0.42201
(193, 276),     0.42231,       0.42231
(35, 173),     0.42254,       0.42254
(190, 385),     0.42256,       0.42256
(243, 387),     0.4226,       0.4226
(160, 193),     0.42263,       0.42263
(35, 247),     0.42264,       0.42264
(56, 257),     0.42267,       0.42267
(28, 467),     0.42299,       0.42299
(66, 163),     0.42318,       0.42318
