Comparing the following files: 
kelly_front_s3_v2/,  hadleigh_front_s3_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s3_v2_vs_hadleigh_front_s3_v2,  average
(28, 257),     -0.28521,       -0.28521
(112, 254),     -0.28515,       -0.28515
(243, 283),     -0.28497,       -0.28497
(173, 282),     -0.28478,       -0.28478
(130, 463),     -0.28421,       -0.28421
(383, 467),     -0.28419,       -0.28419
(23, 300),     -0.28358,       -0.28358
(25, 383),     -0.28355,       -0.28355
(362, 382),     -0.28347,       -0.28347
(163, 276),     -0.28324,       -0.28324
(65, 144),     -0.283,       -0.283
(163, 283),     -0.28297,       -0.28297
(112, 353),     -0.28282,       -0.28282
(23, 253),     -0.28256,       -0.28256
(46, 145),     -0.28253,       -0.28253
(70, 286),     -0.28183,       -0.28183
(153, 293),     -0.28167,       -0.28167
(144, 293),     -0.28165,       -0.28165
(70, 144),     -0.28137,       -0.28137
(70, 414),     -0.28135,       -0.28135
(26, 300),     -0.28094,       -0.28094
(247, 265),     -0.28091,       -0.28091
(22, 293),     -0.2809,       -0.2809
(190, 254),     -0.28068,       -0.28068
(52, 153),     -0.27993,       -0.27993
(55, 56),     -0.27964,       -0.27964
(23, 173),     -0.27941,       -0.27941
(22, 283),     -0.27886,       -0.27886
(156, 339),     -0.27839,       -0.27839
(145, 293),     -0.27834,       -0.27834
(173, 257),     -0.27823,       -0.27823
(70, 339),     -0.27818,       -0.27818
(63, 341),     -0.27805,       -0.27805
(163, 293),     -0.27776,       -0.27776
(56, 286),     -0.27736,       -0.27736
(157, 463),     -0.27709,       -0.27709
(63, 253),     -0.27707,       -0.27707
(25, 253),     -0.27702,       -0.27702
(105, 300),     -0.27485,       -0.27485
(46, 254),     -0.27447,       -0.27447
(53, 381),     -0.27438,       -0.27438
(53, 383),     -0.27415,       -0.27415
(22, 300),     -0.27414,       -0.27414
(130, 398),     -0.27349,       -0.27349
(124, 259),     -0.27345,       -0.27345
(258, 293),     -0.2734,       -0.2734
(256, 381),     -0.27326,       -0.27326
(33, 256),     -0.27311,       -0.27311
(144, 384),     -0.27297,       -0.27297
(110, 353),     -0.27285,       -0.27285
(22, 112),     -0.27261,       -0.27261
(33, 252),     -0.27197,       -0.27197
(112, 286),     -0.27185,       -0.27185
(249, 383),     -0.27169,       -0.27169
(247, 463),     -0.27034,       -0.27034
(27, 70),     -0.27033,       -0.27033
(56, 253),     -0.26944,       -0.26944
(124, 285),     -0.2693,       -0.2693
(23, 133),     -0.26918,       -0.26918
(27, 258),     -0.26839,       -0.26839
(70, 145),     -0.26757,       -0.26757
(23, 286),     -0.26708,       -0.26708
(381, 463),     -0.26706,       -0.26706
(28, 414),     -0.26704,       -0.26704
(53, 380),     -0.26673,       -0.26673
(63, 282),     -0.26639,       -0.26639
(53, 153),     -0.26612,       -0.26612
(29, 286),     -0.26605,       -0.26605
(7, 52),     -0.26561,       -0.26561
(63, 398),     -0.26554,       -0.26554
(256, 382),     -0.26535,       -0.26535
(359, 390),     -0.26512,       -0.26512
(339, 383),     -0.26472,       -0.26472
(247, 336),     -0.26419,       -0.26419
(63, 374),     -0.26337,       -0.26337
(253, 467),     -0.26296,       -0.26296
(7, 276),     -0.26237,       -0.26237
(63, 145),     -0.26235,       -0.26235
(144, 286),     -0.26226,       -0.26226
(7, 293),     -0.26221,       -0.26221
(22, 65),     -0.26211,       -0.26211
(252, 362),     -0.26206,       -0.26206
(70, 163),     -0.26158,       -0.26158
(124, 144),     -0.26142,       -0.26142
(112, 293),     -0.26142,       -0.26142
(153, 300),     -0.26125,       -0.26125
(247, 380),     -0.26065,       -0.26065
(23, 65),     -0.26035,       -0.26035
(33, 341),     -0.26012,       -0.26012
(63, 144),     -0.2601,       -0.2601
(124, 339),     -0.26,       -0.26
(163, 380),     -0.25999,       -0.25999
(7, 300),     -0.25975,       -0.25975
(163, 253),     -0.25963,       -0.25963
(56, 334),     -0.25951,       -0.25951
(158, 398),     -0.25947,       -0.25947
(124, 385),     -0.25944,       -0.25944
(30, 124),     -0.25934,       -0.25934
(130, 254),     -0.25922,       -0.25922
(70, 384),     -0.25921,       -0.25921
(293, 417),     -0.25921,       -0.25921
(70, 258),     -0.25905,       -0.25905
(7, 46),     -0.25902,       -0.25902
(155, 383),     -0.25892,       -0.25892
(26, 145),     -0.25879,       -0.25879
(27, 66),     -0.25864,       -0.25864
(107, 336),     -0.25833,       -0.25833
(26, 293),     -0.25808,       -0.25808
(7, 53),     -0.25802,       -0.25802
(25, 286),     -0.25796,       -0.25796
(46, 414),     -0.25782,       -0.25782
(35, 255),     -0.25761,       -0.25761
(105, 145),     -0.25759,       -0.25759
(339, 373),     -0.25754,       -0.25754
(154, 353),     -0.25711,       -0.25711
(26, 154),     -0.25677,       -0.25677
(247, 384),     -0.25649,       -0.25649
(155, 385),     -0.25647,       -0.25647
(65, 163),     -0.25642,       -0.25642
(46, 52),     -0.25612,       -0.25612
(52, 276),     -0.2556,       -0.2556
(373, 467),     -0.25559,       -0.25559
(23, 384),     -0.25551,       -0.25551
(154, 190),     -0.25539,       -0.25539
(153, 374),     -0.25471,       -0.25471
(256, 341),     -0.25425,       -0.25425
(159, 414),     -0.25416,       -0.25416
(159, 383),     -0.25415,       -0.25415
(63, 283),     -0.25411,       -0.25411
(33, 381),     -0.2539,       -0.2539
(130, 384),     -0.25332,       -0.25332
(156, 259),     -0.25331,       -0.25331
(247, 414),     -0.25321,       -0.25321
(300, 417),     -0.25319,       -0.25319
(130, 295),     -0.25311,       -0.25311
(163, 300),     -0.25268,       -0.25268
(112, 283),     -0.2524,       -0.2524
(30, 398),     -0.25239,       -0.25239
(157, 386),     -0.25224,       -0.25224
(159, 353),     -0.25151,       -0.25151
(63, 362),     -0.25145,       -0.25145
(66, 145),     -0.25059,       -0.25059
(35, 336),     -0.25049,       -0.25049
(247, 258),     -0.25043,       -0.25043
(23, 52),     -0.25032,       -0.25032
(33, 300),     -0.25013,       -0.25013
(153, 190),     -0.25001,       -0.25001
(144, 300),     -0.24995,       -0.24995
(159, 384),     -0.24992,       -0.24992
(247, 253),     -0.24985,       -0.24985
(157, 259),     -0.24971,       -0.24971
(33, 382),     -0.24966,       -0.24966
(53, 341),     -0.2496,       -0.2496
(160, 300),     -0.24943,       -0.24943
(158, 283),     -0.24888,       -0.24888
(52, 247),     -0.24875,       -0.24875
(7, 253),     -0.24782,       -0.24782
(53, 382),     -0.24782,       -0.24782
(339, 467),     -0.24782,       -0.24782
(25, 282),     -0.24768,       -0.24768
(22, 286),     -0.24752,       -0.24752
(173, 334),     -0.24719,       -0.24719
(157, 265),     -0.24695,       -0.24695
(156, 373),     -0.24682,       -0.24682
(26, 283),     -0.2464,       -0.2464
(145, 300),     -0.24637,       -0.24637
(124, 260),     -0.24621,       -0.24621
(130, 286),     -0.24603,       -0.24603
(27, 107),     -0.24567,       -0.24567
(7, 283),     -0.24566,       -0.24566
(160, 276),     -0.24563,       -0.24563
(157, 341),     -0.24512,       -0.24512
(66, 153),     -0.24505,       -0.24505
(23, 53),     -0.24465,       -0.24465
(33, 265),     -0.2442,       -0.2442
(390, 467),     -0.24377,       -0.24377
(105, 144),     -0.24355,       -0.24355
(156, 467),     -0.24353,       -0.24353
(24, 353),     -0.24349,       -0.24349
(7, 463),     -0.24266,       -0.24266
(382, 463),     -0.24222,       -0.24222
(156, 260),     -0.2418,       -0.2418
(105, 153),     -0.2416,       -0.2416
(56, 260),     -0.24156,       -0.24156
(133, 155),     -0.24146,       -0.24146
(163, 384),     -0.24099,       -0.24099
(23, 46),     -0.2409,       -0.2409
(7, 124),     -0.24089,       -0.24089
(63, 163),     -0.24056,       -0.24056
(26, 384),     -0.2402,       -0.2402
(63, 153),     -0.24018,       -0.24018
(7, 380),     -0.24,       -0.24
(53, 253),     -0.23992,       -0.23992
(53, 398),     -0.23971,       -0.23971
(145, 282),     -0.23959,       -0.23959
(22, 384),     -0.23939,       -0.23939
(259, 276),     -0.23924,       -0.23924
(362, 381),     -0.2386,       -0.2386
(23, 144),     -0.23844,       -0.23844
(300, 414),     -0.23833,       -0.23833
(157, 256),     -0.23817,       -0.23817
(70, 153),     -0.23799,       -0.23799
(144, 282),     -0.23764,       -0.23764
(30, 256),     -0.23763,       -0.23763
(124, 247),     -0.23757,       -0.23757
(30, 107),     -0.23748,       -0.23748
(7, 362),     -0.23746,       -0.23746
(155, 258),     -0.23745,       -0.23745
(53, 286),     -0.2374,       -0.2374
(65, 70),     -0.23705,       -0.23705
(383, 390),     -0.23698,       -0.23698
(46, 153),     -0.23679,       -0.23679
(156, 385),     -0.23647,       -0.23647
(30, 163),     -0.23613,       -0.23613
(28, 398),     -0.23611,       -0.23611
(153, 173),     -0.23571,       -0.23571
(283, 285),     -0.23555,       -0.23555
(246, 300),     -0.23546,       -0.23546
(156, 255),     -0.23545,       -0.23545
(156, 359),     -0.23541,       -0.23541
(145, 254),     -0.23535,       -0.23535
(157, 380),     -0.23472,       -0.23472
(23, 70),     -0.23461,       -0.23461
(30, 252),     -0.23453,       -0.23453
(22, 52),     -0.23389,       -0.23389
(124, 467),     -0.23323,       -0.23323
(30, 258),     -0.23302,       -0.23302
(70, 336),     -0.23297,       -0.23297
(27, 383),     -0.23295,       -0.23295
(252, 382),     -0.23259,       -0.23259
(153, 282),     -0.23249,       -0.23249
(55, 296),     -0.23219,       -0.23219
(359, 383),     -0.23215,       -0.23215
(70, 105),     -0.2321,       -0.2321
(65, 154),     -0.23188,       -0.23188
(56, 374),     -0.23137,       -0.23137
(35, 373),     -0.23125,       -0.23125
(33, 276),     -0.23032,       -0.23032
(22, 70),     -0.23031,       -0.23031
(260, 383),     -0.2302,       -0.2302
(190, 259),     -0.22987,       -0.22987
(25, 130),     -0.22981,       -0.22981
(256, 362),     -0.22979,       -0.22979
(130, 374),     -0.22888,       -0.22888
(56, 384),     -0.22884,       -0.22884
(254, 374),     -0.22876,       -0.22876
(161, 300),     -0.22816,       -0.22816
(252, 341),     -0.22815,       -0.22815
(253, 260),     -0.2281,       -0.2281
(124, 373),     -0.22802,       -0.22802
(253, 300),     -0.22753,       -0.22753
(26, 190),     -0.2275,       -0.2275
(105, 163),     -0.22746,       -0.22746
(46, 384),     -0.22728,       -0.22728
(157, 252),     -0.22714,       -0.22714
(163, 414),     -0.22704,       -0.22704
(66, 300),     -0.22644,       -0.22644
(22, 53),     -0.22639,       -0.22639
(30, 381),     -0.22632,       -0.22632
(190, 282),     -0.22622,       -0.22622
(110, 282),     -0.22568,       -0.22568
(28, 265),     -0.22558,       -0.22558
(246, 398),     -0.22532,       -0.22532
(110, 124),     -0.22532,       -0.22532
(30, 382),     -0.22525,       -0.22525
(159, 385),     -0.22523,       -0.22523
(155, 339),     -0.22494,       -0.22494
(24, 46),     -0.22433,       -0.22433
(46, 110),     -0.22409,       -0.22409
(7, 30),     -0.22406,       -0.22406
(63, 463),     -0.22333,       -0.22333
(65, 276),     -0.22333,       -0.22333
(55, 153),     -0.22304,       -0.22304
(33, 293),     -0.22256,       -0.22256
(70, 390),     -0.2225,       -0.2225
(254, 383),     -0.22243,       -0.22243
(246, 276),     -0.22229,       -0.22229
(25, 414),     -0.2216,       -0.2216
(30, 414),     -0.22159,       -0.22159
(29, 52),     -0.22153,       -0.22153
(28, 156),     -0.22137,       -0.22137
(70, 255),     -0.221,       -0.221
(154, 265),     -0.22093,       -0.22093
(158, 293),     -0.22078,       -0.22078
(161, 276),     -0.22064,       -0.22064
(105, 252),     -0.22043,       -0.22043
(30, 341),     -0.22037,       -0.22037
(145, 334),     -0.22035,       -0.22035
(265, 387),     -0.22006,       -0.22006
(107, 300),     -0.21994,       -0.21994
(130, 258),     -0.21989,       -0.21989
(374, 467),     -0.2198,       -0.2198
(23, 190),     -0.21969,       -0.21969
(254, 300),     -0.21902,       -0.21902
(27, 156),     -0.21899,       -0.21899
(173, 259),     -0.21868,       -0.21868
(22, 154),     -0.21867,       -0.21867
(153, 334),     -0.21849,       -0.21849
(112, 133),     -0.21849,       -0.21849
(26, 286),     -0.21802,       -0.21802
(133, 339),     -0.21791,       -0.21791
(246, 382),     -0.21786,       -0.21786
(24, 282),     -0.21785,       -0.21785
(22, 46),     -0.21779,       -0.21779
(66, 144),     -0.21757,       -0.21757
(26, 374),     -0.21736,       -0.21736
(154, 282),     -0.21705,       -0.21705
(23, 282),     -0.21702,       -0.21702
(300, 398),     -0.21701,       -0.21701
(193, 283),     -0.21685,       -0.21685
(24, 124),     -0.21654,       -0.21654
(53, 362),     -0.21632,       -0.21632
(110, 383),     -0.21588,       -0.21588
(70, 257),     -0.21525,       -0.21525
(26, 353),     -0.21513,       -0.21513
(265, 390),     -0.21502,       -0.21502
(145, 374),     -0.21478,       -0.21478
(24, 53),     -0.21457,       -0.21457
(63, 70),     -0.21445,       -0.21445
(252, 300),     -0.21442,       -0.21442
(23, 334),     -0.21409,       -0.21409
(27, 65),     -0.21399,       -0.21399
(163, 282),     -0.21388,       -0.21388
(260, 374),     -0.21386,       -0.21386
(55, 145),     -0.2135,       -0.2135
(52, 130),     -0.21305,       -0.21305
(24, 52),     -0.21261,       -0.21261
(24, 374),     -0.21232,       -0.21232
(144, 247),     -0.2123,       -0.2123
(243, 258),     -0.21171,       -0.21171
(133, 282),     -0.2117,       -0.2117
(23, 63),     -0.2117,       -0.2117
(30, 285),     -0.21162,       -0.21162
(22, 334),     -0.21095,       -0.21095
(53, 110),     -0.21091,       -0.21091
(30, 384),     -0.21088,       -0.21088
(52, 110),     -0.21083,       -0.21083
(29, 258),     -0.21079,       -0.21079
(25, 254),     -0.21041,       -0.21041
(28, 285),     -0.21026,       -0.21026
(53, 374),     -0.21006,       -0.21006
(46, 257),     -0.20997,       -0.20997
(7, 65),     -0.20984,       -0.20984
(295, 296),     -0.20984,       -0.20984
(153, 417),     -0.20903,       -0.20903
(35, 387),     -0.20865,       -0.20865
(30, 362),     -0.20864,       -0.20864
(55, 193),     -0.20863,       -0.20863
(247, 285),     -0.20846,       -0.20846
(296, 334),     -0.20841,       -0.20841
(112, 383),     -0.20835,       -0.20835
(28, 70),     -0.20834,       -0.20834
(144, 334),     -0.20802,       -0.20802
(22, 282),     -0.20801,       -0.20801
(53, 258),     -0.20796,       -0.20796
(33, 253),     -0.20764,       -0.20764
(65, 193),     -0.20746,       -0.20746
(33, 362),     -0.20732,       -0.20732
(105, 256),     -0.20725,       -0.20725
(246, 362),     -0.20724,       -0.20724
(254, 260),     -0.20712,       -0.20712
(33, 380),     -0.20683,       -0.20683
(157, 260),     -0.20675,       -0.20675
(26, 254),     -0.20672,       -0.20672
(263, 383),     -0.20663,       -0.20663
(155, 282),     -0.20656,       -0.20656
(30, 144),     -0.20604,       -0.20604
(25, 52),     -0.20592,       -0.20592
(130, 414),     -0.20589,       -0.20589
(260, 353),     -0.20554,       -0.20554
(63, 254),     -0.20531,       -0.20531
(105, 380),     -0.20528,       -0.20528
(124, 255),     -0.20503,       -0.20503
(52, 154),     -0.20501,       -0.20501
(22, 63),     -0.20396,       -0.20396
(243, 385),     -0.20381,       -0.20381
(22, 55),     -0.20374,       -0.20374
(124, 359),     -0.20361,       -0.20361
(52, 383),     -0.20323,       -0.20323
(56, 254),     -0.20322,       -0.20322
(246, 384),     -0.20307,       -0.20307
(246, 341),     -0.20307,       -0.20307
(246, 381),     -0.20236,       -0.20236
(24, 70),     -0.20229,       -0.20229
(25, 334),     -0.20202,       -0.20202
(260, 373),     -0.20171,       -0.20171
(160, 286),     -0.2017,       -0.2017
(24, 334),     -0.20162,       -0.20162
(105, 282),     -0.20151,       -0.20151
(283, 286),     -0.20138,       -0.20138
(246, 256),     -0.20112,       -0.20112
(254, 359),     -0.20103,       -0.20103
(256, 300),     -0.20076,       -0.20076
(247, 254),     -0.20073,       -0.20073
(7, 265),     -0.2007,       -0.2007
(154, 334),     -0.20066,       -0.20066
(25, 258),     -0.20002,       -0.20002
(23, 124),     -0.19993,       -0.19993
(110, 265),     -0.19983,       -0.19983
(53, 463),     -0.19982,       -0.19982
(252, 260),     -0.19954,       -0.19954
(144, 254),     -0.1995,       -0.1995
(110, 247),     -0.19911,       -0.19911
(46, 373),     -0.1991,       -0.1991
(53, 414),     -0.1991,       -0.1991
(63, 383),     -0.19907,       -0.19907
(33, 463),     -0.19898,       -0.19898
(173, 260),     -0.19892,       -0.19892
(52, 252),     -0.19881,       -0.19881
(255, 265),     -0.19875,       -0.19875
(190, 334),     -0.19868,       -0.19868
(66, 163),     -0.19861,       -0.19861
(53, 265),     -0.19828,       -0.19828
(7, 398),     -0.19817,       -0.19817
(105, 381),     -0.19783,       -0.19783
(33, 353),     -0.19751,       -0.19751
(23, 243),     -0.19746,       -0.19746
(282, 295),     -0.19726,       -0.19726
(66, 282),     -0.1971,       -0.1971
(161, 384),     -0.19675,       -0.19675
(154, 258),     -0.19664,       -0.19664
(52, 105),     -0.19652,       -0.19652
(56, 66),     -0.19576,       -0.19576
(110, 254),     -0.19519,       -0.19519
(193, 334),     -0.19513,       -0.19513
(33, 383),     -0.19488,       -0.19488
(110, 374),     -0.19471,       -0.19471
(53, 353),     -0.19471,       -0.19471
(30, 383),     -0.19447,       -0.19447
(33, 283),     -0.1944,       -0.1944
(7, 70),     -0.19418,       -0.19418
(133, 257),     -0.1941,       -0.1941
(66, 247),     -0.1941,       -0.1941
(145, 173),     -0.19359,       -0.19359
(246, 293),     -0.19345,       -0.19345
(23, 105),     -0.19328,       -0.19328
(24, 254),     -0.19288,       -0.19288
(155, 373),     -0.19283,       -0.19283
(112, 265),     -0.19262,       -0.19262
(55, 295),     -0.19257,       -0.19257
(246, 252),     -0.19224,       -0.19224
(22, 374),     -0.19203,       -0.19203
(390, 466),     -0.19153,       -0.19153
(254, 353),     -0.19153,       -0.19153
(158, 257),     -0.19147,       -0.19147
(53, 154),     -0.19136,       -0.19136
(63, 276),     -0.19074,       -0.19074
(110, 334),     -0.19072,       -0.19072
(25, 374),     -0.19065,       -0.19065
(190, 260),     -0.19031,       -0.19031
(161, 398),     -0.1903,       -0.1903
(30, 380),     -0.1903,       -0.1903
(161, 414),     -0.19028,       -0.19028
(24, 144),     -0.19009,       -0.19009
(24, 163),     -0.19007,       -0.19007
(160, 384),     -0.18977,       -0.18977
(159, 283),     -0.18974,       -0.18974
(285, 286),     -0.18923,       -0.18923
(300, 374),     -0.18894,       -0.18894
(300, 341),     -0.18873,       -0.18873
(52, 256),     -0.18872,       -0.18872
(133, 373),     -0.18856,       -0.18856
(7, 105),     -0.18833,       -0.18833
(70, 359),     -0.18809,       -0.18809
(163, 286),     -0.18801,       -0.18801
(133, 260),     -0.18793,       -0.18793
(154, 385),     -0.18756,       -0.18756
(22, 105),     -0.1874,       -0.1874
(247, 374),     -0.18735,       -0.18735
(157, 282),     -0.18713,       -0.18713
(133, 334),     -0.18677,       -0.18677
(46, 339),     -0.18677,       -0.18677
(30, 463),     -0.18644,       -0.18644
(23, 374),     -0.1863,       -0.1863
(265, 385),     -0.18612,       -0.18612
(246, 463),     -0.18611,       -0.18611
(160, 414),     -0.18601,       -0.18601
(252, 414),     -0.18588,       -0.18588
(24, 258),     -0.18574,       -0.18574
(63, 414),     -0.18568,       -0.18568
(22, 66),     -0.18559,       -0.18559
(7, 63),     -0.18551,       -0.18551
(70, 154),     -0.18516,       -0.18516
(28, 384),     -0.1851,       -0.1851
(133, 259),     -0.18504,       -0.18504
(276, 414),     -0.18498,       -0.18498
(300, 353),     -0.18493,       -0.18493
(23, 353),     -0.18486,       -0.18486
(24, 65),     -0.18475,       -0.18475
(276, 417),     -0.18449,       -0.18449
(65, 107),     -0.18448,       -0.18448
(27, 353),     -0.18401,       -0.18401
(155, 334),     -0.18396,       -0.18396
(153, 353),     -0.18369,       -0.18369
(110, 258),     -0.18363,       -0.18363
(300, 380),     -0.18318,       -0.18318
(252, 467),     -0.18248,       -0.18248
(28, 296),     -0.18237,       -0.18237
(25, 53),     -0.18235,       -0.18235
(7, 353),     -0.18228,       -0.18228
(30, 353),     -0.18167,       -0.18167
(25, 46),     -0.18154,       -0.18154
(23, 66),     -0.18112,       -0.18112
(70, 107),     -0.18086,       -0.18086
(300, 463),     -0.1807,       -0.1807
(70, 110),     -0.18017,       -0.18017
(7, 254),     -0.1799,       -0.1799
(22, 353),     -0.17975,       -0.17975
(144, 374),     -0.17939,       -0.17939
(159, 258),     -0.17926,       -0.17926
(156, 390),     -0.17911,       -0.17911
(300, 339),     -0.17908,       -0.17908
(55, 285),     -0.17894,       -0.17894
(53, 130),     -0.17889,       -0.17889
(173, 285),     -0.17881,       -0.17881
(163, 254),     -0.17869,       -0.17869
(293, 414),     -0.1786,       -0.1786
(260, 380),     -0.17855,       -0.17855
(158, 386),     -0.17838,       -0.17838
(163, 334),     -0.17823,       -0.17823
(255, 390),     -0.17767,       -0.17767
(153, 258),     -0.17759,       -0.17759
(29, 156),     -0.17718,       -0.17718
(300, 373),     -0.17686,       -0.17686
(23, 155),     -0.17672,       -0.17672
(246, 283),     -0.17645,       -0.17645
(159, 398),     -0.17619,       -0.17619
(23, 55),     -0.17617,       -0.17617
(63, 154),     -0.17593,       -0.17593
(63, 373),     -0.17588,       -0.17588
(246, 265),     -0.17579,       -0.17579
(28, 252),     -0.17548,       -0.17548
(24, 383),     -0.17536,       -0.17536
(173, 386),     -0.17524,       -0.17524
(161, 293),     -0.17518,       -0.17518
(22, 254),     -0.17508,       -0.17508
(249, 466),     -0.17458,       -0.17458
(145, 417),     -0.17442,       -0.17442
(27, 285),     -0.17434,       -0.17434
(7, 384),     -0.17382,       -0.17382
(28, 381),     -0.17382,       -0.17382
(154, 173),     -0.17358,       -0.17358
(105, 283),     -0.17354,       -0.17354
(243, 417),     -0.17353,       -0.17353
(25, 385),     -0.17339,       -0.17339
(24, 63),     -0.17318,       -0.17318
(145, 285),     -0.17288,       -0.17288
(29, 383),     -0.17271,       -0.17271
(124, 386),     -0.17271,       -0.17271
(339, 353),     -0.17226,       -0.17226
(70, 259),     -0.17191,       -0.17191
(33, 398),     -0.17189,       -0.17189
(246, 353),     -0.17178,       -0.17178
(7, 66),     -0.17172,       -0.17172
(155, 260),     -0.17129,       -0.17129
(154, 383),     -0.17118,       -0.17118
(30, 253),     -0.17113,       -0.17113
(155, 257),     -0.17097,       -0.17097
(154, 339),     -0.17079,       -0.17079
(265, 388),     -0.17057,       -0.17057
(265, 386),     -0.1705,       -0.1705
(25, 247),     -0.17043,       -0.17043
(105, 154),     -0.17011,       -0.17011
(29, 285),     -0.1701,       -0.1701
(35, 417),     -0.16992,       -0.16992
(28, 124),     -0.16991,       -0.16991
(252, 256),     -0.16967,       -0.16967
(53, 247),     -0.16956,       -0.16956
(56, 156),     -0.16955,       -0.16955
(25, 124),     -0.1694,       -0.1694
(52, 66),     -0.16933,       -0.16933
(66, 154),     -0.16909,       -0.16909
(156, 386),     -0.16909,       -0.16909
(246, 414),     -0.16887,       -0.16887
(26, 173),     -0.16885,       -0.16885
(157, 253),     -0.16865,       -0.16865
(300, 362),     -0.16854,       -0.16854
(161, 283),     -0.16844,       -0.16844
(22, 153),     -0.16811,       -0.16811
(293, 295),     -0.16803,       -0.16803
(155, 259),     -0.16793,       -0.16793
(334, 417),     -0.16793,       -0.16793
(26, 65),     -0.16788,       -0.16788
(23, 254),     -0.16782,       -0.16782
(159, 293),     -0.16766,       -0.16766
(154, 417),     -0.16737,       -0.16737
(124, 145),     -0.16731,       -0.16731
(63, 286),     -0.16702,       -0.16702
(300, 381),     -0.16699,       -0.16699
(52, 380),     -0.16686,       -0.16686
(52, 286),     -0.16675,       -0.16675
(246, 383),     -0.16673,       -0.16673
(35, 158),     -0.1666,       -0.1666
(160, 283),     -0.16658,       -0.16658
(28, 256),     -0.16623,       -0.16623
(257, 285),     -0.16623,       -0.16623
(53, 254),     -0.16501,       -0.16501
(22, 124),     -0.16487,       -0.16487
(253, 383),     -0.16456,       -0.16456
(70, 467),     -0.16448,       -0.16448
(252, 374),     -0.16443,       -0.16443
(25, 65),     -0.16438,       -0.16438
(380, 414),     -0.16436,       -0.16436
(70, 260),     -0.16435,       -0.16435
(145, 258),     -0.16398,       -0.16398
(46, 130),     -0.16333,       -0.16333
(56, 467),     -0.16323,       -0.16323
(253, 353),     -0.16318,       -0.16318
(373, 383),     -0.16312,       -0.16312
(105, 253),     -0.1631,       -0.1631
(254, 380),     -0.16277,       -0.16277
(7, 282),     -0.16251,       -0.16251
(46, 154),     -0.16205,       -0.16205
(52, 381),     -0.16198,       -0.16198
(300, 467),     -0.16176,       -0.16176
(130, 285),     -0.16162,       -0.16162
(52, 193),     -0.16149,       -0.16149
(145, 190),     -0.16141,       -0.16141
(63, 105),     -0.16138,       -0.16138
(133, 467),     -0.16113,       -0.16113
(24, 417),     -0.16092,       -0.16092
(24, 247),     -0.16085,       -0.16085
(163, 353),     -0.16068,       -0.16068
(65, 110),     -0.16068,       -0.16068
(160, 293),     -0.1606,       -0.1606
(158, 265),     -0.16026,       -0.16026
(35, 390),     -0.16008,       -0.16008
(26, 70),     -0.16007,       -0.16007
(27, 46),     -0.15965,       -0.15965
(173, 467),     -0.15961,       -0.15961
(23, 258),     -0.15939,       -0.15939
(107, 145),     -0.15916,       -0.15916
(105, 341),     -0.15896,       -0.15896
(35, 388),     -0.15857,       -0.15857
(130, 247),     -0.15853,       -0.15853
(24, 173),     -0.15829,       -0.15829
(26, 334),     -0.15822,       -0.15822
(173, 339),     -0.15798,       -0.15798
(33, 254),     -0.15792,       -0.15792
(249, 263),     -0.15786,       -0.15786
(30, 105),     -0.1578,       -0.1578
(254, 373),     -0.1578,       -0.1578
(153, 285),     -0.1575,       -0.1575
(29, 252),     -0.15735,       -0.15735
(66, 193),     -0.15734,       -0.15734
(70, 249),     -0.15712,       -0.15712
(339, 374),     -0.15652,       -0.15652
(252, 276),     -0.15642,       -0.15642
(293, 398),     -0.15619,       -0.15619
(130, 296),     -0.15591,       -0.15591
(63, 110),     -0.15532,       -0.15532
(144, 353),     -0.1553,       -0.1553
(252, 293),     -0.15525,       -0.15525
(26, 52),     -0.15524,       -0.15524
(300, 382),     -0.15524,       -0.15524
(163, 374),     -0.15499,       -0.15499
(28, 380),     -0.15465,       -0.15465
(105, 382),     -0.15463,       -0.15463
(253, 276),     -0.15461,       -0.15461
(105, 374),     -0.15445,       -0.15445
(252, 381),     -0.15435,       -0.15435
(110, 385),     -0.15411,       -0.15411
(157, 374),     -0.15403,       -0.15403
(265, 339),     -0.15387,       -0.15387
(26, 383),     -0.15357,       -0.15357
(29, 256),     -0.1535,       -0.1535
(260, 390),     -0.15337,       -0.15337
(28, 259),     -0.15323,       -0.15323
(243, 260),     -0.15317,       -0.15317
(253, 259),     -0.15309,       -0.15309
(7, 383),     -0.15297,       -0.15297
(63, 65),     -0.15294,       -0.15294
(341, 381),     -0.15284,       -0.15284
(246, 380),     -0.15273,       -0.15273
(158, 362),     -0.15253,       -0.15253
(107, 153),     -0.15158,       -0.15158
(249, 467),     -0.15152,       -0.15152
(155, 417),     -0.15148,       -0.15148
(300, 390),     -0.15142,       -0.15142
(252, 380),     -0.15141,       -0.15141
(23, 145),     -0.15136,       -0.15136
(160, 398),     -0.15129,       -0.15129
(55, 157),     -0.15129,       -0.15129
(145, 353),     -0.15109,       -0.15109
(157, 467),     -0.15108,       -0.15108
(55, 154),     -0.15097,       -0.15097
(55, 70),     -0.15092,       -0.15092
(7, 374),     -0.15073,       -0.15073
(63, 295),     -0.15066,       -0.15066
(130, 339),     -0.15065,       -0.15065
(29, 398),     -0.15044,       -0.15044
(22, 258),     -0.15043,       -0.15043
(23, 417),     -0.14973,       -0.14973
(259, 374),     -0.14972,       -0.14972
(66, 130),     -0.14909,       -0.14909
