Comparing the following files: 
kelly_front_s28_v2/,  kelly_front_s27_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s28_v2_vs_kelly_front_s27_v2,  average
(22, 385),     0.28442,       0.28442
(300, 334),     0.28463,       0.28463
(22, 62),     0.28473,       0.28473
(65, 247),     0.28476,       0.28476
(153, 159),     0.28582,       0.28582
(144, 246),     0.28654,       0.28654
(23, 98),     0.28655,       0.28655
(144, 308),     0.28695,       0.28695
(296, 414),     0.28699,       0.28699
(145, 388),     0.28707,       0.28707
(144, 387),     0.28738,       0.28738
(282, 383),     0.28745,       0.28745
(27, 124),     0.28762,       0.28762
(193, 336),     0.28782,       0.28782
(56, 57),     0.28795,       0.28795
(76, 380),     0.28817,       0.28817
(33, 112),     0.28858,       0.28858
(110, 385),     0.28864,       0.28864
(382, 384),     0.28876,       0.28876
(308, 353),     0.28877,       0.28877
(173, 373),     0.28881,       0.28881
(112, 155),     0.28902,       0.28902
(28, 30),     0.28915,       0.28915
(339, 386),     0.28916,       0.28916
(53, 155),     0.28927,       0.28927
(28, 374),     0.28939,       0.28939
(112, 286),     0.28969,       0.28969
(292, 466),     0.28973,       0.28973
(22, 35),     0.28991,       0.28991
(26, 33),     0.29006,       0.29006
(35, 296),     0.29014,       0.29014
(145, 161),     0.29022,       0.29022
(292, 359),     0.29044,       0.29044
(300, 308),     0.29048,       0.29048
(63, 105),     0.29086,       0.29086
(155, 293),     0.29098,       0.29098
(22, 76),     0.29103,       0.29103
(23, 35),     0.29105,       0.29105
(153, 293),     0.29106,       0.29106
(373, 387),     0.29131,       0.29131
(155, 257),     0.2916,       0.2916
(24, 130),     0.29162,       0.29162
(276, 383),     0.29165,       0.29165
(154, 283),     0.29178,       0.29178
(159, 249),     0.29248,       0.29248
(263, 291),     0.29325,       0.29325
(336, 383),     0.29393,       0.29393
(130, 190),     0.29398,       0.29398
(362, 384),     0.29434,       0.29434
(133, 159),     0.29467,       0.29467
(159, 388),     0.29528,       0.29528
(276, 414),     0.29548,       0.29548
(22, 286),     0.29604,       0.29604
(265, 285),     0.29604,       0.29604
(160, 255),     0.29609,       0.29609
(154, 388),     0.29636,       0.29636
(130, 243),     0.29662,       0.29662
(66, 374),     0.29691,       0.29691
(24, 385),     0.29734,       0.29734
(283, 296),     0.2975,       0.2975
(35, 63),     0.29769,       0.29769
(56, 374),     0.29805,       0.29805
(300, 341),     0.2984,       0.2984
(383, 463),     0.29878,       0.29878
(265, 414),     0.29885,       0.29885
(144, 159),     0.299,       0.299
(293, 300),     0.29905,       0.29905
(57, 252),     0.29925,       0.29925
(65, 130),     0.29973,       0.29973
(23, 385),     0.30014,       0.30014
(57, 173),     0.30083,       0.30083
(22, 61),     0.30115,       0.30115
(23, 260),     0.30123,       0.30123
(112, 373),     0.30155,       0.30155
(144, 386),     0.30156,       0.30156
(157, 339),     0.30189,       0.30189
(163, 336),     0.30199,       0.30199
(153, 260),     0.30212,       0.30212
(30, 155),     0.30238,       0.30238
(65, 382),     0.30263,       0.30263
(154, 293),     0.30335,       0.30335
(57, 286),     0.30338,       0.30338
(26, 291),     0.30358,       0.30358
(7, 22),     0.30363,       0.30363
(153, 193),     0.30364,       0.30364
(53, 107),     0.30372,       0.30372
(384, 463),     0.30374,       0.30374
(158, 173),     0.30385,       0.30385
(265, 386),     0.30447,       0.30447
(190, 291),     0.30473,       0.30473
(55, 362),     0.30487,       0.30487
(65, 163),     0.30491,       0.30491
(308, 466),     0.30515,       0.30515
(35, 130),     0.30523,       0.30523
(78, 256),     0.30529,       0.30529
(388, 390),     0.30568,       0.30568
(22, 293),     0.30591,       0.30591
(124, 145),     0.30597,       0.30597
(362, 374),     0.30608,       0.30608
(253, 359),     0.3063,       0.3063
(56, 287),     0.30635,       0.30635
(112, 293),     0.30639,       0.30639
(153, 388),     0.30665,       0.30665
(155, 259),     0.3068,       0.3068
(65, 110),     0.3069,       0.3069
(24, 66),     0.30696,       0.30696
(283, 373),     0.30706,       0.30706
(61, 133),     0.30735,       0.30735
(65, 341),     0.30746,       0.30746
(76, 133),     0.30776,       0.30776
(260, 398),     0.30777,       0.30777
(124, 153),     0.30792,       0.30792
(24, 30),     0.30821,       0.30821
(296, 373),     0.3089,       0.3089
(154, 257),     0.30898,       0.30898
(153, 160),     0.30902,       0.30902
(380, 386),     0.30938,       0.30938
(253, 374),     0.30963,       0.30963
(7, 158),     0.30972,       0.30972
(263, 306),     0.30993,       0.30993
(362, 380),     0.30995,       0.30995
(25, 159),     0.30999,       0.30999
(249, 466),     0.31027,       0.31027
(359, 374),     0.3104,       0.3104
(33, 243),     0.31057,       0.31057
(252, 263),     0.31062,       0.31062
(252, 387),     0.31093,       0.31093
(145, 306),     0.31115,       0.31115
(29, 133),     0.31191,       0.31191
(153, 257),     0.31201,       0.31201
(133, 160),     0.31221,       0.31221
(155, 260),     0.31246,       0.31246
(381, 385),     0.31268,       0.31268
(66, 256),     0.31269,       0.31269
(65, 253),     0.31295,       0.31295
(66, 252),     0.31303,       0.31303
(155, 158),     0.31325,       0.31325
(35, 46),     0.31339,       0.31339
(300, 381),     0.31364,       0.31364
(78, 153),     0.31365,       0.31365
(112, 258),     0.31367,       0.31367
(61, 380),     0.3138,       0.3138
(110, 144),     0.31415,       0.31415
(243, 257),     0.31435,       0.31435
(259, 265),     0.31466,       0.31466
(153, 259),     0.31506,       0.31506
(265, 283),     0.31515,       0.31515
(62, 133),     0.31534,       0.31534
(153, 158),     0.31544,       0.31544
(254, 282),     0.31588,       0.31588
(62, 153),     0.31589,       0.31589
(190, 285),     0.31622,       0.31622
(23, 33),     0.31624,       0.31624
(255, 387),     0.3164,       0.3164
(25, 55),     0.3168,       0.3168
(265, 334),     0.31726,       0.31726
(155, 157),     0.31741,       0.31741
(293, 414),     0.31758,       0.31758
(133, 386),     0.31783,       0.31783
(243, 246),     0.31803,       0.31803
(263, 374),     0.31842,       0.31842
(23, 259),     0.31883,       0.31883
(35, 193),     0.31904,       0.31904
(193, 254),     0.3191,       0.3191
(374, 387),     0.31946,       0.31946
(155, 159),     0.31956,       0.31956
(154, 260),     0.31959,       0.31959
(308, 359),     0.31961,       0.31961
(55, 463),     0.31969,       0.31969
(22, 292),     0.31987,       0.31987
(300, 383),     0.31992,       0.31992
(295, 308),     0.31997,       0.31997
(293, 334),     0.32073,       0.32073
(287, 353),     0.32096,       0.32096
(30, 110),     0.32119,       0.32119
(155, 247),     0.32124,       0.32124
(154, 259),     0.32125,       0.32125
(296, 308),     0.32127,       0.32127
(362, 383),     0.32144,       0.32144
(76, 153),     0.32152,       0.32152
(112, 467),     0.32152,       0.32152
(25, 110),     0.32153,       0.32153
(287, 300),     0.32157,       0.32157
(265, 362),     0.32159,       0.32159
(373, 398),     0.32162,       0.32162
(25, 287),     0.32168,       0.32168
(145, 193),     0.32168,       0.32168
(25, 29),     0.32184,       0.32184
(22, 308),     0.32205,       0.32205
(52, 107),     0.32213,       0.32213
(112, 283),     0.32223,       0.32223
(23, 257),     0.32256,       0.32256
(53, 145),     0.32275,       0.32275
(160, 339),     0.3228,       0.3228
(65, 190),     0.32288,       0.32288
(26, 286),     0.32309,       0.32309
(78, 381),     0.32317,       0.32317
(26, 78),     0.3233,       0.3233
(158, 255),     0.32336,       0.32336
(158, 339),     0.32343,       0.32343
(276, 295),     0.32346,       0.32346
(22, 283),     0.32347,       0.32347
(265, 296),     0.32362,       0.32362
(26, 76),     0.32372,       0.32372
(300, 463),     0.32381,       0.32381
(276, 282),     0.32384,       0.32384
(110, 285),     0.32385,       0.32385
(26, 62),     0.32391,       0.32391
(62, 256),     0.32393,       0.32393
(78, 133),     0.32393,       0.32393
(78, 398),     0.32439,       0.32439
(463, 466),     0.32453,       0.32453
(382, 383),     0.32455,       0.32455
(159, 173),     0.32515,       0.32515
(190, 306),     0.32532,       0.32532
(98, 387),     0.32533,       0.32533
(254, 295),     0.32572,       0.32572
(35, 243),     0.32576,       0.32576
(23, 52),     0.32604,       0.32604
(26, 293),     0.32622,       0.32622
(263, 292),     0.32633,       0.32633
(35, 53),     0.32641,       0.32641
(353, 381),     0.32688,       0.32688
(161, 373),     0.32696,       0.32696
(22, 467),     0.32697,       0.32697
(61, 243),     0.32698,       0.32698
(66, 381),     0.3275,       0.3275
(26, 373),     0.32792,       0.32792
(26, 61),     0.32802,       0.32802
(78, 414),     0.32842,       0.32842
(76, 243),     0.32866,       0.32866
(26, 173),     0.32886,       0.32886
(334, 373),     0.32926,       0.32926
(154, 158),     0.32929,       0.32929
(56, 130),     0.32938,       0.32938
(22, 157),     0.32949,       0.32949
(193, 285),     0.33008,       0.33008
(56, 336),     0.33032,       0.33032
(27, 243),     0.33068,       0.33068
(35, 336),     0.33073,       0.33073
(61, 153),     0.33076,       0.33076
(295, 383),     0.33106,       0.33106
(243, 260),     0.3311,       0.3311
(154, 159),     0.33138,       0.33138
(341, 374),     0.33139,       0.33139
(255, 339),     0.33147,       0.33147
(33, 35),     0.33153,       0.33153
(159, 339),     0.33157,       0.33157
(373, 388),     0.33164,       0.33164
(26, 306),     0.33166,       0.33166
(254, 384),     0.33234,       0.33234
(76, 112),     0.33239,       0.33239
(22, 98),     0.33281,       0.33281
(61, 112),     0.33282,       0.33282
(52, 243),     0.33288,       0.33288
(52, 144),     0.33324,       0.33324
(105, 155),     0.33393,       0.33393
(154, 386),     0.33432,       0.33432
(292, 295),     0.33485,       0.33485
(295, 306),     0.33487,       0.33487
(296, 306),     0.33492,       0.33492
(193, 256),     0.33505,       0.33505
(293, 383),     0.33515,       0.33515
(292, 296),     0.33522,       0.33522
(22, 247),     0.33584,       0.33584
(285, 463),     0.33588,       0.33588
(341, 353),     0.33598,       0.33598
(7, 33),     0.33605,       0.33605
(243, 259),     0.33605,       0.33605
(158, 160),     0.33611,       0.33611
(62, 243),     0.33649,       0.33649
(291, 296),     0.33654,       0.33654
(291, 295),     0.33677,       0.33677
(155, 160),     0.33679,       0.33679
(155, 386),     0.33692,       0.33692
(23, 247),     0.33708,       0.33708
(53, 154),     0.33714,       0.33714
(256, 276),     0.3372,       0.3372
(300, 362),     0.33729,       0.33729
(62, 112),     0.33746,       0.33746
(380, 463),     0.33758,       0.33758
(157, 390),     0.33778,       0.33778
(263, 383),     0.3378,       0.3378
(157, 373),     0.33839,       0.33839
(283, 353),     0.33839,       0.33839
(27, 173),     0.3385,       0.3385
(276, 374),     0.33875,       0.33875
(57, 380),     0.33881,       0.33881
(144, 295),     0.33903,       0.33903
(65, 374),     0.33946,       0.33946
(52, 133),     0.33956,       0.33956
(159, 255),     0.3396,       0.3396
(285, 362),     0.33984,       0.33984
(66, 380),     0.33994,       0.33994
(105, 145),     0.34066,       0.34066
(145, 386),     0.34067,       0.34067
(7, 153),     0.34081,       0.34081
(62, 381),     0.3411,       0.3411
(78, 112),     0.34123,       0.34123
(133, 161),     0.34123,       0.34123
(133, 387),     0.34152,       0.34152
(62, 398),     0.34239,       0.34239
(78, 243),     0.34267,       0.34267
(62, 414),     0.3427,       0.3427
(193, 381),     0.34311,       0.34311
(336, 362),     0.34322,       0.34322
(153, 386),     0.34329,       0.34329
(22, 258),     0.34359,       0.34359
(35, 155),     0.34374,       0.34374
(254, 417),     0.34435,       0.34435
(153, 291),     0.34484,       0.34484
(33, 133),     0.34497,       0.34497
(76, 256),     0.34522,       0.34522
(107, 362),     0.34527,       0.34527
(295, 414),     0.34546,       0.34546
(145, 282),     0.34579,       0.34579
(259, 467),     0.34585,       0.34585
(24, 57),     0.346,       0.346
(282, 287),     0.34632,       0.34632
(110, 158),     0.34654,       0.34654
(252, 293),     0.34655,       0.34655
(35, 55),     0.34675,       0.34675
(76, 155),     0.34685,       0.34685
(293, 353),     0.34696,       0.34696
(61, 155),     0.34698,       0.34698
(26, 466),     0.34716,       0.34716
(35, 133),     0.3474,       0.3474
(373, 386),     0.3475,       0.3475
(76, 154),     0.34799,       0.34799
(24, 287),     0.34828,       0.34828
(23, 334),     0.34847,       0.34847
(26, 29),     0.34862,       0.34862
(336, 463),     0.34862,       0.34862
(62, 154),     0.34887,       0.34887
(26, 283),     0.34907,       0.34907
(98, 145),     0.34917,       0.34917
(254, 359),     0.34927,       0.34927
(22, 466),     0.34964,       0.34964
(110, 387),     0.34995,       0.34995
(78, 154),     0.35092,       0.35092
(295, 373),     0.35102,       0.35102
(286, 467),     0.35148,       0.35148
(145, 158),     0.35168,       0.35168
(160, 173),     0.35177,       0.35177
(23, 110),     0.35178,       0.35178
(61, 154),     0.35179,       0.35179
(76, 414),     0.35183,       0.35183
(22, 33),     0.35199,       0.35199
(153, 161),     0.35206,       0.35206
(53, 153),     0.35232,       0.35232
(263, 308),     0.35251,       0.35251
(65, 256),     0.35261,       0.35261
(62, 155),     0.35281,       0.35281
(76, 398),     0.35346,       0.35346
(339, 373),     0.3535,       0.3535
(22, 30),     0.35386,       0.35386
(133, 282),     0.35398,       0.35398
(65, 381),     0.35413,       0.35413
(414, 463),     0.35435,       0.35435
(107, 463),     0.35468,       0.35468
(35, 154),     0.35477,       0.35477
(154, 160),     0.35484,       0.35484
(253, 388),     0.35492,       0.35492
(7, 287),     0.35493,       0.35493
(28, 190),     0.35535,       0.35535
(78, 341),     0.35572,       0.35572
(154, 157),     0.35576,       0.35576
(265, 286),     0.35589,       0.35589
(414, 467),     0.35616,       0.35616
(107, 163),     0.35619,       0.35619
(23, 130),     0.35623,       0.35623
(380, 398),     0.3563,       0.3563
(158, 373),     0.35656,       0.35656
(35, 190),     0.35664,       0.35664
(112, 291),     0.3575,       0.3575
(110, 386),     0.35771,       0.35771
(35, 173),     0.35782,       0.35782
(190, 292),     0.35791,       0.35791
(61, 414),     0.35849,       0.35849
(287, 292),     0.35855,       0.35855
(61, 398),     0.35869,       0.35869
(78, 382),     0.35883,       0.35883
(26, 467),     0.35909,       0.35909
(26, 258),     0.3592,       0.3592
(130, 133),     0.35948,       0.35948
(24, 173),     0.35954,       0.35954
(390, 466),     0.35965,       0.35965
(78, 155),     0.35974,       0.35974
(24, 25),     0.36074,       0.36074
(25, 28),     0.36091,       0.36091
(61, 256),     0.36103,       0.36103
(52, 112),     0.36125,       0.36125
(190, 308),     0.36148,       0.36148
(23, 282),     0.3615,       0.3615
(259, 398),     0.36178,       0.36178
(22, 130),     0.36217,       0.36217
(160, 373),     0.3622,       0.3622
(295, 296),     0.3631,       0.3631
(23, 30),     0.36316,       0.36316
(145, 292),     0.36352,       0.36352
(112, 154),     0.36355,       0.36355
(76, 381),     0.36392,       0.36392
(33, 163),     0.36486,       0.36486
(22, 386),     0.36546,       0.36546
(258, 390),     0.36552,       0.36552
(300, 382),     0.36572,       0.36572
(159, 373),     0.36582,       0.36582
(252, 414),     0.36596,       0.36596
(26, 386),     0.36612,       0.36612
(98, 153),     0.36622,       0.36622
(253, 283),     0.36625,       0.36625
(65, 252),     0.36627,       0.36627
(24, 388),     0.36655,       0.36655
(145, 334),     0.36688,       0.36688
(107, 110),     0.36698,       0.36698
(7, 160),     0.36699,       0.36699
(145, 387),     0.36701,       0.36701
(133, 334),     0.36707,       0.36707
(155, 387),     0.36822,       0.36822
(112, 386),     0.36888,       0.36888
(29, 155),     0.36913,       0.36913
(341, 386),     0.36948,       0.36948
(282, 373),     0.36948,       0.36948
(160, 390),     0.36951,       0.36951
(255, 390),     0.36968,       0.36968
(255, 291),     0.36971,       0.36971
(145, 308),     0.37006,       0.37006
(243, 386),     0.37026,       0.37026
(26, 193),     0.37054,       0.37054
(155, 161),     0.37065,       0.37065
(112, 257),     0.37076,       0.37076
(145, 246),     0.37077,       0.37077
(62, 341),     0.3711,       0.3711
(384, 398),     0.37122,       0.37122
(24, 386),     0.37155,       0.37155
(57, 256),     0.37161,       0.37161
(173, 246),     0.37247,       0.37247
(265, 282),     0.3725,       0.3725
(62, 382),     0.37402,       0.37402
(35, 107),     0.37402,       0.37402
(78, 362),     0.37418,       0.37418
(26, 292),     0.37435,       0.37435
(374, 384),     0.37448,       0.37448
(155, 173),     0.37453,       0.37453
(107, 190),     0.37472,       0.37472
(26, 308),     0.37482,       0.37482
(384, 386),     0.37493,       0.37493
(154, 387),     0.37501,       0.37501
(157, 163),     0.37541,       0.37541
(382, 414),     0.37594,       0.37594
(153, 306),     0.37598,       0.37598
(257, 265),     0.37624,       0.37624
(291, 467),     0.37638,       0.37638
(23, 386),     0.3764,       0.3764
(23, 287),     0.37697,       0.37697
(105, 154),     0.37705,       0.37705
(65, 380),     0.37728,       0.37728
(57, 414),     0.3776,       0.3776
(55, 130),     0.37851,       0.37851
(382, 385),     0.37866,       0.37866
(287, 359),     0.37883,       0.37883
(27, 112),     0.37906,       0.37906
(26, 52),     0.37913,       0.37913
(243, 291),     0.3793,       0.3793
(153, 387),     0.37965,       0.37965
(105, 153),     0.38018,       0.38018
(57, 398),     0.38022,       0.38022
(283, 414),     0.38022,       0.38022
(144, 285),     0.38053,       0.38053
(382, 466),     0.3806,       0.3806
(256, 417),     0.38094,       0.38094
(61, 381),     0.38112,       0.38112
(276, 380),     0.38128,       0.38128
(105, 124),     0.38142,       0.38142
(353, 463),     0.38148,       0.38148
(339, 385),     0.38166,       0.38166
(112, 306),     0.38199,       0.38199
(27, 35),     0.38242,       0.38242
(159, 163),     0.3825,       0.3825
(293, 374),     0.38252,       0.38252
(55, 190),     0.38283,       0.38283
(35, 66),     0.38359,       0.38359
(35, 153),     0.38393,       0.38393
(255, 306),     0.38411,       0.38411
(334, 383),     0.38467,       0.38467
(249, 254),     0.38471,       0.38471
(265, 295),     0.38471,       0.38471
(161, 173),     0.38508,       0.38508
(362, 466),     0.38508,       0.38508
(22, 52),     0.38546,       0.38546
(22, 260),     0.38615,       0.38615
(76, 341),     0.3862,       0.3862
(78, 463),     0.38621,       0.38621
(133, 285),     0.38624,       0.38624
(35, 56),     0.38694,       0.38694
(112, 260),     0.38716,       0.38716
(65, 66),     0.38784,       0.38784
(25, 27),     0.38796,       0.38796
(57, 190),     0.38826,       0.38826
(263, 353),     0.38834,       0.38834
(296, 383),     0.38852,       0.38852
(158, 390),     0.38871,       0.38871
(62, 362),     0.38924,       0.38924
(362, 385),     0.38934,       0.38934
(157, 158),     0.38957,       0.38957
(133, 291),     0.38972,       0.38972
(145, 163),     0.38986,       0.38986
(144, 296),     0.39,       0.39
(334, 414),     0.39011,       0.39011
(24, 295),     0.39027,       0.39027
(243, 334),     0.39046,       0.39046
(155, 282),     0.39056,       0.39056
(256, 293),     0.39097,       0.39097
(110, 287),     0.39215,       0.39215
(76, 382),     0.39239,       0.39239
(154, 291),     0.3924,       0.3924
(25, 193),     0.39251,       0.39251
(341, 414),     0.39257,       0.39257
(112, 259),     0.3929,       0.3929
(23, 157),     0.39354,       0.39354
(22, 257),     0.39363,       0.39363
(285, 341),     0.39374,       0.39374
(243, 282),     0.39417,       0.39417
(388, 398),     0.39457,       0.39457
(133, 246),     0.39462,       0.39462
(306, 467),     0.39494,       0.39494
(28, 35),     0.39511,       0.39511
(35, 246),     0.39603,       0.39603
(61, 341),     0.3964,       0.3964
(57, 381),     0.39652,       0.39652
(381, 463),     0.39678,       0.39678
(33, 155),     0.39693,       0.39693
(254, 373),     0.39718,       0.39718
(130, 155),     0.39751,       0.39751
(243, 285),     0.39756,       0.39756
(154, 161),     0.39786,       0.39786
(255, 292),     0.39789,       0.39789
(153, 282),     0.39804,       0.39804
(254, 466),     0.39826,       0.39826
(258, 265),     0.39845,       0.39845
(22, 25),     0.39854,       0.39854
(190, 336),     0.39885,       0.39885
(24, 65),     0.39912,       0.39912
(159, 390),     0.3993,       0.3993
(296, 463),     0.39948,       0.39948
(62, 463),     0.39958,       0.39958
(190, 295),     0.3998,       0.3998
(287, 334),     0.40121,       0.40121
(243, 306),     0.40138,       0.40138
(22, 259),     0.40163,       0.40163
(336, 341),     0.40169,       0.40169
(24, 296),     0.40182,       0.40182
(257, 467),     0.40191,       0.40191
(385, 463),     0.4021,       0.4021
(258, 287),     0.40222,       0.40222
(24, 110),     0.40283,       0.40283
(57, 341),     0.40392,       0.40392
(296, 362),     0.40392,       0.40392
(35, 65),     0.40393,       0.40393
(27, 130),     0.40398,       0.40398
(57, 144),     0.40432,       0.40432
(243, 387),     0.40436,       0.40436
(285, 382),     0.40512,       0.40512
(76, 362),     0.40516,       0.40516
(287, 308),     0.40519,       0.40519
(249, 291),     0.40547,       0.40547
(61, 382),     0.4055,       0.4055
(154, 282),     0.40585,       0.40585
(387, 390),     0.40606,       0.40606
(110, 336),     0.40648,       0.40648
(30, 154),     0.40677,       0.40677
(155, 334),     0.40692,       0.40692
(382, 463),     0.40723,       0.40723
(22, 287),     0.40839,       0.40839
(55, 382),     0.40853,       0.40853
(255, 359),     0.40862,       0.40862
(190, 296),     0.40865,       0.40865
(336, 382),     0.40998,       0.40998
(76, 463),     0.41035,       0.41035
(155, 291),     0.41133,       0.41133
(26, 153),     0.4114,       0.4114
(282, 353),     0.41141,       0.41141
(26, 257),     0.41156,       0.41156
(35, 157),     0.41167,       0.41167
(155, 285),     0.4128,       0.4128
(334, 353),     0.41282,       0.41282
(263, 287),     0.41291,       0.41291
(256, 387),     0.413,       0.413
(292, 467),     0.41309,       0.41309
(154, 247),     0.41317,       0.41317
(276, 341),     0.41377,       0.41377
(190, 287),     0.41391,       0.41391
(26, 260),     0.41403,       0.41403
(353, 362),     0.41404,       0.41404
(55, 341),     0.41423,       0.41423
(249, 306),     0.41462,       0.41462
(296, 353),     0.41464,       0.41464
(24, 29),     0.41468,       0.41468
(276, 293),     0.41494,       0.41494
(133, 306),     0.41506,       0.41506
(153, 334),     0.41559,       0.41559
(61, 362),     0.41572,       0.41572
(7, 35),     0.41628,       0.41628
(381, 466),     0.41667,       0.41667
(61, 463),     0.41677,       0.41677
(35, 52),     0.41764,       0.41764
(35, 145),     0.41774,       0.41774
(35, 161),     0.41795,       0.41795
(258, 467),     0.41812,       0.41812
(112, 292),     0.41829,       0.41829
(112, 334),     0.41848,       0.41848
(33, 144),     0.41852,       0.41852
(353, 382),     0.41891,       0.41891
(57, 382),     0.41956,       0.41956
(154, 306),     0.42009,       0.42009
(112, 308),     0.42027,       0.42027
(255, 308),     0.42027,       0.42027
(107, 253),     0.42037,       0.42037
(24, 387),     0.42043,       0.42043
(144, 158),     0.42044,       0.42044
(381, 417),     0.42076,       0.42076
(29, 110),     0.42102,       0.42102
(7, 163),     0.42111,       0.42111
(282, 414),     0.42124,       0.42124
(53, 66),     0.42133,       0.42133
(153, 292),     0.4214,       0.4214
(29, 247),     0.42194,       0.42194
(23, 57),     0.42222,       0.42222
(293, 380),     0.42227,       0.42227
(157, 159),     0.42239,       0.42239
(35, 163),     0.42279,       0.42279
(22, 334),     0.42284,       0.42284
(153, 308),     0.42302,       0.42302
(27, 133),     0.42311,       0.42311
(107, 341),     0.4232,       0.4232
(253, 334),     0.42341,       0.42341
(295, 353),     0.42352,       0.42352
(252, 283),     0.42391,       0.42391
(154, 334),     0.42415,       0.42415
(57, 463),     0.42429,       0.42429
(249, 292),     0.42436,       0.42436
(46, 105),     0.42447,       0.42447
(57, 362),     0.4267,       0.4267
(26, 259),     0.42671,       0.42671
(293, 341),     0.4268,       0.4268
(28, 243),     0.42688,       0.42688
(257, 287),     0.42719,       0.42719
(112, 282),     0.42761,       0.42761
(22, 193),     0.42783,       0.42783
(35, 144),     0.42929,       0.42929
(296, 341),     0.43001,       0.43001
(163, 247),     0.43006,       0.43006
(35, 160),     0.43018,       0.43018
(286, 287),     0.43034,       0.43034
(381, 386),     0.43076,       0.43076
(52, 155),     0.43087,       0.43087
(107, 382),     0.43163,       0.43163
(373, 385),     0.43208,       0.43208
(295, 463),     0.43235,       0.43235
(153, 246),     0.43359,       0.43359
(339, 467),     0.4337,       0.4337
(243, 292),     0.43384,       0.43384
(276, 381),     0.43387,       0.43387
(112, 388),     0.4341,       0.4341
(155, 246),     0.43427,       0.43427
(23, 388),     0.43479,       0.43479
(26, 287),     0.43509,       0.43509
(276, 291),     0.43519,       0.43519
(22, 282),     0.43541,       0.43541
(293, 463),     0.43571,       0.43571
(112, 243),     0.43611,       0.43611
(155, 306),     0.43628,       0.43628
(158, 159),     0.43652,       0.43652
(145, 190),     0.43688,       0.43688
(276, 463),     0.43701,       0.43701
(243, 308),     0.43723,       0.43723
(35, 105),     0.43729,       0.43729
(308, 467),     0.43746,       0.43746
(257, 390),     0.43794,       0.43794
(133, 155),     0.4384,       0.4384
(254, 467),     0.43841,       0.43841
(380, 387),     0.43854,       0.43854
(359, 373),     0.43949,       0.43949
(296, 382),     0.43953,       0.43953
(22, 29),     0.43999,       0.43999
(153, 157),     0.44011,       0.44011
(295, 362),     0.44117,       0.44117
(26, 334),     0.44139,       0.44139
(24, 157),     0.44169,       0.44169
(276, 296),     0.44173,       0.44173
(249, 308),     0.44253,       0.44253
(257, 398),     0.44347,       0.44347
(112, 285),     0.44512,       0.44512
(282, 308),     0.44556,       0.44556
(55, 253),     0.44608,       0.44608
(23, 66),     0.44714,       0.44714
(23, 387),     0.4477,       0.4477
(55, 163),     0.44776,       0.44776
(283, 374),     0.4481,       0.4481
(256, 283),     0.44848,       0.44848
(66, 144),     0.44861,       0.44861
(23, 25),     0.44876,       0.44876
(57, 243),     0.44877,       0.44877
(157, 160),     0.44922,       0.44922
(52, 145),     0.44961,       0.44961
(293, 362),     0.44993,       0.44993
(258, 398),     0.45071,       0.45071
(22, 173),     0.45104,       0.45104
(133, 292),     0.45193,       0.45193
(374, 414),     0.45213,       0.45213
(276, 306),     0.45318,       0.45318
(22, 387),     0.4537,       0.4537
(107, 374),     0.45385,       0.45385
(26, 282),     0.45407,       0.45407
(295, 341),     0.45429,       0.45429
(23, 29),     0.45441,       0.45441
(163, 287),     0.45466,       0.45466
(30, 163),     0.4548,       0.4548
(293, 381),     0.45495,       0.45495
(66, 243),     0.45513,       0.45513
(57, 112),     0.45522,       0.45522
(55, 374),     0.45567,       0.45567
(22, 57),     0.45674,       0.45674
(276, 362),     0.45678,       0.45678
(26, 57),     0.45697,       0.45697
(144, 247),     0.45719,       0.45719
(263, 339),     0.45753,       0.45753
(133, 308),     0.45759,       0.45759
(282, 292),     0.45796,       0.45796
(154, 285),     0.45939,       0.45939
(252, 388),     0.45951,       0.45951
(339, 359),     0.45964,       0.45964
(23, 173),     0.4598,       0.4598
(282, 306),     0.45995,       0.45995
(154, 292),     0.46005,       0.46005
(24, 193),     0.46009,       0.46009
(112, 387),     0.46011,       0.46011
(286, 291),     0.46109,       0.46109
(110, 193),     0.4611,       0.4611
(243, 336),     0.46112,       0.46112
(258, 308),     0.46122,       0.46122
(130, 154),     0.46124,       0.46124
(26, 387),     0.46164,       0.46164
(26, 27),     0.46248,       0.46248
(291, 398),     0.46257,       0.46257
(287, 398),     0.46278,       0.46278
(154, 308),     0.46281,       0.46281
(282, 291),     0.46359,       0.46359
(25, 157),     0.46386,       0.46386
(286, 306),     0.46435,       0.46435
(24, 56),     0.46451,       0.46451
(153, 247),     0.46463,       0.46463
(57, 133),     0.46466,       0.46466
(27, 155),     0.46487,       0.46487
(334, 463),     0.46495,       0.46495
(287, 414),     0.46563,       0.46563
(193, 374),     0.46595,       0.46595
(258, 306),     0.4661,       0.4661
(258, 291),     0.46634,       0.46634
(258, 339),     0.46646,       0.46646
(256, 414),     0.46662,       0.46662
(28, 130),     0.46707,       0.46707
(306, 398),     0.46752,       0.46752
(286, 308),     0.46773,       0.46773
(133, 295),     0.46783,       0.46783
(295, 382),     0.46794,       0.46794
(291, 414),     0.468,       0.468
(253, 263),     0.46916,       0.46916
(259, 390),     0.46917,       0.46917
(258, 292),     0.46958,       0.46958
(293, 382),     0.4698,       0.4698
(286, 382),     0.47006,       0.47006
(33, 154),     0.47047,       0.47047
